Selection	View	Channel	Begin File	End File	Begin Time (s)	End Time (s)	Beg File Samp (samples)	End File Samp (samples)	Begin Date Time	Delta Time (s)	Low Freq (Hz)	High Freq (Hz)	Dur 90% (s)	Freq 5% (Hz)	Freq 95% (Hz)	Notes	Tags
26	Spectrogram 1	1	20150119-210816_AWI229-11_SV1057.wav	20150119-210816_AWI229-11_SV1057.wav	5656.98465282	5658.33565282	60076	60418	2015/1/19  21:12:13.985	1.351	89.5	109.8	0.8	90.9	105.7		Unidentified.calls
27	Spectrogram 1	1	20150119-210816_AWI229-11_SV1057.wav	20150119-210816_AWI229-11_SV1057.wav	5758.46665116	5759.94065116	85751	86124	2015/1/19  21:13:54.467	1.474	49.7	93.7	0.9	52.4	85.0		Unidentified.calls
28	Spectrogram 1	1	20150119-210816_AWI229-11_SV1057.wav	20150119-210816_AWI229-11_SV1057.wav	5860.943645108	5862.417645108	111678	112051	2015/1/19  21:15:37.944	1.474	48.2	87.6	1.1	50.4	83.0		Unidentified.calls
29	Spectrogram 1	1	20150119-210816_AWI229-11_SV1057.wav	20150119-210816_AWI229-11_SV1057.wav	5899.755645412	5901.352645412	121497	121901	2015/1/19  21:16:16.756	1.597	23.7	72.2	1.4	25.7	63.3		Unidentified.calls
30	Spectrogram 1	1	20150127-140717_AWI229-11_SV1057.wav	20150127-140717_AWI229-11_SV1057.wav	7855.742489109	7857.707489109	6966	7463	2015/1/27  14:07:44.742	1.965	35.8	113.6	1.7	38.5	100.8		Unidentified.calls
31	Spectrogram 1	1	20150127-140717_AWI229-11_SV1057.wav	20150127-140717_AWI229-11_SV1057.wav	7999.983489076	8000.966489076	43459	43708	2015/1/27  14:10:08.983	0.983	69.4	115.8	0.9	71.2	106.7		Unidentified.calls
32	Spectrogram 1	1	20150127-140717_AWI229-11_SV1057.wav	20150127-140717_AWI229-11_SV1057.wav	8028.706487576	8029.934487576	50726	51036	2015/1/27  14:10:37.706	1.228	87.5	113.6	1.2	89.9	108.7		Unidentified.calls
33	Spectrogram 1	1	20150129-120901_AWI229-11_SV1057.wav	20150129-120901_AWI229-11_SV1057.wav	8587.872446745	8589.960446745	39846	40374	2015/1/29  12:11:38.872	2.088	19.4	108.9	1.8	22.7	95.9		Unidentified.calls
34	Spectrogram 1	1	20150129-120901_AWI229-11_SV1057.wav	20150129-120901_AWI229-11_SV1057.wav	8610.594441786	8613.050441786	45594	46216	2015/1/29  12:12:01.594	2.456	50.3	111.9	2.0	52.4	102.8		Unidentified.calls
35	Spectrogram 1	1	20150129-120901_AWI229-11_SV1057.wav	20150129-120901_AWI229-11_SV1057.wav	8614.401441857	8617.472441857	46558	47335	2015/1/29  12:12:05.401	3.071	51.2	111.9	2.6	53.4	103.8		Unidentified.calls
36	Spectrogram 1	1	20150129-120901_AWI229-11_SV1057.wav	20150129-120901_AWI229-11_SV1057.wav	8621.157440215	8623.122440215	48267	48764	2015/1/29  12:12:11.157	1.965	54.6	113.2	1.5	57.3	104.8		Unidentified.calls
37	Spectrogram 1	1	20150129-120901_AWI229-11_SV1057.wav	20150129-120901_AWI229-11_SV1057.wav	8627.052439421	8629.631439421	49758	50411	2015/1/29  12:12:17.052	2.579	51.2	112.3	2.1	52.4	101.8		Unidentified.calls
38	Spectrogram 1	1	20150129-120901_AWI229-11_SV1057.wav	20150129-120901_AWI229-11_SV1057.wav	8798.587447449	8802.517447449	93157	94151	2015/1/29  12:15:09.587	3.93	11.6	119.6	3.0	14.8	90.9		Unidentified.calls
39	Spectrogram 1	1	20150131-100110_AWI229-11_SV1057.wav	20150131-100110_AWI229-11_SV1057.wav	9101.249406641	9103.460406641	17381	17940	2015/1/31  10:02:18.249	2.211	3.8	115.1	2.0	4.0	84.0		Unidentified.calls
40	Spectrogram 1	1	20150131-100110_AWI229-11_SV1057.wav	20150131-100110_AWI229-11_SV1057.wav	9176.55340374	9178.51840374	36433	36930	2015/1/31  10:03:34.553	1.965	2.6	111.7	1.5	3.0	92.9		Unidentified.calls
41	Spectrogram 1	1	20150131-100110_AWI229-11_SV1057.wav	20150131-100110_AWI229-11_SV1057.wav	9319.198405524	9320.795405524	72522	72926	2015/1/31  10:05:56.198	1.597	44.2	114.3	1.4	47.4	104.8		Unidentified.calls
42	Spectrogram 1	1	20150131-100110_AWI229-11_SV1057.wav	20150131-100110_AWI229-11_SV1057.wav	9487.89040946	9489.24140946	115201	115543	2015/1/31  10:08:45.890	1.351	70.2	115.5	1.1	72.1	110.7		Unidentified.calls
43	Spectrogram 1	1	20150131-100110_AWI229-11_SV1057.wav	20150131-100110_AWI229-11_SV1057.wav	9511.595410635	9514.174410635	121199	121851	2015/1/31  10:09:09.595	2.579	42.6	114.3	2.4	45.5	103.8		Unidentified.calls
44	Spectrogram 1	1	20150131-100110_AWI229-11_SV1057.wav	20150131-100110_AWI229-11_SV1057.wav	9555.337408339	9557.671408339	132265	132856	2015/1/31  10:09:52.337	2.334	38.9	114.3	1.8	43.5	101.8		Unidentified.calls
45	Spectrogram 1	1	20150131-100110_AWI229-11_SV1057.wav	20150131-100110_AWI229-11_SV1057.wav	9614.932407965	9618.003407965	147343	148120	2015/1/31  10:10:52.932	3.071	7.2	115.5	2.9	9.9	94.9		Unidentified.calls
46	Spectrogram 1	1	20150204-060505_AWI229-11_SV1057.wav	20150204-060505_AWI229-11_SV1057.wav	10279.07233201	10281.40633201	10672	11263	2015/2/4  6:05:47.072	2.334	6.4	112.2	1.7	7.9	66.2		Unidentified.calls
47	Spectrogram 1	1	20150204-060505_AWI229-11_SV1057.wav	20150204-060505_AWI229-11_SV1057.wav	10284.35432911	10286.68832911	12009	12599	2015/2/4  6:05:52.354	2.334	4.5	34.7	1.7	4.9	30.6		Unidentified.calls
48	Spectrogram 1	1	20150204-060505_AWI229-11_SV1057.wav	20150204-060505_AWI229-11_SV1057.wav	10288.793331385	10291.495331385	13132	13815	2015/2/4  6:05:56.793	2.702	4.5	31.7	2.4	4.9	26.7		Unidentified.calls
49	Spectrogram 1	1	20150208-021051_AWI229-11_SV1057.wav	20150208-021051_AWI229-11_SV1057.wav	11682.354243692	11689.232243692	61005	62745	2015/2/8  2:14:52.354	6.878	49.8	55.5	5.4	50.4	55.3		Unidentified.calls
50	Spectrogram 1	1	20150208-021051_AWI229-11_SV1057.wav	20150208-021051_AWI229-11_SV1057.wav	11761.836250719	11764.661250719	81114	81828	2015/2/8  2:16:11.836	2.825	44.9	116.6	2.3	48.4	102.8		Unidentified.calls
51	Spectrogram 1	1	20150208-021051_AWI229-11_SV1057.wav	20150208-021051_AWI229-11_SV1057.wav	11770.18824726	11772.39924726	83227	83786	2015/2/8  2:16:19.188	2.211	70.6	112.8	1.8	71.2	106.7		Unidentified.calls
52	Spectrogram 1	1	20150208-021051_AWI229-11_SV1057.wav	20150208-021051_AWI229-11_SV1057.wav	11814.068244618	11817.139244618	94328	95105	2015/2/8  2:17:03.068	3.071	33.2	44.2	2.3	34.6	43.5		Unidentified.calls
53	Spectrogram 1	1	20150208-021051_AWI229-11_SV1057.wav	20150208-021051_AWI229-11_SV1057.wav	11815.6642428	11817.506242801	94732	95198	2015/2/8  2:17:05.664	1.842	52.8	108.7	1.5	55.3	104.8		Unidentified.calls
54	Spectrogram 1	1	20150211-220521_AWI229-11_SV1057.wav	20150211-220521_AWI229-11_SV1057.wav	13135.347171194	13136.698171194	123914	124256	2015/2/11  22:13:30.347	1.351	64.0	112.8	1.1	65.2	104.8		Unidentified.calls
55	Spectrogram 1	1	20150211-220521_AWI229-11_SV1057.wav	20150211-220521_AWI229-11_SV1057.wav	13153.279170088	13156.841170088	128451	129352	2015/2/11  22:13:48.279	3.562	59.0	117.0	2.9	59.3	105.7		Unidentified.calls
56	Spectrogram 1	1	20150211-220521_AWI229-11_SV1057.wav	20150211-220521_AWI229-11_SV1057.wav	13158.191173218	13161.016173218	129693	130408	2015/2/11  22:13:53.191	2.825	63.6	115.4	2.3	67.2	109.7		Unidentified.calls
57	Spectrogram 1	1	20150211-220521_AWI229-11_SV1057.wav	20150211-220521_AWI229-11_SV1057.wav	13174.421169675	13176.509169675	133800	134328	2015/2/11  22:14:09.421	2.088	27.8	117.0	1.8	31.6	105.7		Unidentified.calls
58	Spectrogram 1	1	20150211-220521_AWI229-11_SV1057.wav	20150211-220521_AWI229-11_SV1057.wav	13200.363173402	13203.065173402	140363	141046	2015/2/11  22:14:35.363	2.702	19.8	117.7	2.3	22.7	101.8		Unidentified.calls
59	Spectrogram 1	1	20150211-220521_AWI229-11_SV1057.wav	20150211-220521_AWI229-11_SV1057.wav	13231.683170489	13234.50817049	148287	149002	2015/2/11  22:15:07.683	2.825	34.3	117.0	2.4	36.6	103.8		Unidentified.calls
60	Spectrogram 1	1	20150215-190942_AWI229-11_SV1057.wav	20150215-190942_AWI229-11_SV1057.wav	14412.172094273	14417.453094273	142253	143589	2015/2/15  19:19:04.172	5.281	17.9	22.1	4.2	18.8	21.7		Unidentified.calls
61	Spectrogram 1	1	20150215-190942_AWI229-11_SV1057.wav	20150215-190942_AWI229-11_SV1057.wav	14414.997094038	14420.524094038	142967	144366	2015/2/15  19:19:07.997	5.527	23.5	28.3	4.2	23.7	27.7		Unidentified.calls
62	Spectrogram 1	1	20150217-170150_AWI229-11_SV1057.wav	20150217-170150_AWI229-11_SV1057.wav	14506.477046408	14508.811046408	13763	14353	2015/2/17  17:02:44.477	2.334	49.1	118.7	1.7	54.4	108.7		Unidentified.calls
63	Spectrogram 1	1	20150217-170150_AWI229-11_SV1057.wav	20150217-170150_AWI229-11_SV1057.wav	14621.84205132	14624.17605132	42950	43541	2015/2/17  17:04:39.842	2.334	39.3	89.2	1.7	41.5	82.0		Unidentified.calls
64	Spectrogram 1	1	20150217-170150_AWI229-11_SV1057.wav	20150217-170150_AWI229-11_SV1057.wav	14651.934052654	14654.145052654	50563	51123	2015/2/17  17:05:09.934	2.211	46.7	116.7	1.7	51.4	108.7		Unidentified.calls
65	Spectrogram 1	1	20150217-170150_AWI229-11_SV1057.wav	20150217-170150_AWI229-11_SV1057.wav	14660.163046442	14662.988046443	52645	53360	2015/2/17  17:05:18.163	2.825	52.0	118.7	2.1	53.4	106.7		Unidentified.calls
66	Spectrogram 1	1	20150219-150317_AWI229-11_SV1057.wav	20150219-150317_AWI229-11_SV1057.wav	15075.202016292	15077.781016292	5301	5954	2015/2/19  15:03:37.202	2.579	32.7	110.1	2.0	36.6	98.8		Unidentified.calls
67	Spectrogram 1	1	20150219-150317_AWI229-11_SV1057.wav	20150219-150317_AWI229-11_SV1057.wav	15135.736017062	15137.701017062	20616	21113	2015/2/19  15:04:38.736	1.965	71.2	116.7	1.5	72.1	109.7		Unidentified.calls
68	Spectrogram 1	1	20150219-150317_AWI229-11_SV1057.wav	20150219-150317_AWI229-11_SV1057.wav	15241.279017313	15248.034017313	47319	49028	2015/2/19  15:06:24.279	6.755	2.2	118.2	5.4	3.0	52.4		Unidentified.calls
69	Spectrogram 1	1	20150219-150317_AWI229-11_SV1057.wav	20150219-150317_AWI229-11_SV1057.wav	15605.110015108	15606.215015108	139368	139647	2015/2/19  15:12:27.110	1.105	41.8	116.7	0.9	43.5	104.8		Unidentified.calls
70	Spectrogram 1	1	20150219-150317_AWI229-11_SV1057.wav	20150219-150317_AWI229-11_SV1057.wav	15618.480019031	15619.340019031	142750	142968	2015/2/19  15:12:41.480	0.86	87.3	113.4	0.8	88.0	107.7		Unidentified.calls
71	Spectrogram 1	1	20150219-150317_AWI229-11_SV1057.wav	20150219-150317_AWI229-11_SV1057.wav	15621.673011167	15623.024011167	143558	143900	2015/2/19  15:12:44.673	1.351	68.6	103.1	1.2	70.2	101.8		Unidentified.calls
72	Spectrogram 1	1	20150221-130515_AWI229-11_SV1057.wav	20150221-130515_AWI229-11_SV1057.wav	15737.990970034	15739.218970034	20638	20948	2015/2/21  13:06:36.991	1.228	74.5	116.3	1.1	76.1	108.7		Unidentified.calls
73	Spectrogram 1	1	20150221-130515_AWI229-11_SV1057.wav	20150221-130515_AWI229-11_SV1057.wav	15790.107977632	15790.967977632	33823	34041	2015/2/21  13:07:28.108	0.86	79.0	116.7	0.6	81.0	109.7		Unidentified.calls
74	Spectrogram 1	1	20150223-110814_AWI229-11_SV1057.wav	20150223-110814_AWI229-11_SV1057.wav	16409.908932799	16410.891932799	38284	38533	2015/2/23  11:10:45.909	0.983	58.0	94.3	0.8	60.3	87.0		Unidentified.calls
75	Spectrogram 1	1	20150223-110814_AWI229-11_SV1057.wav	20150223-110814_AWI229-11_SV1057.wav	16505.75393697	16507.35093697	62533	62937	2015/2/23  11:12:21.754	1.597	29.4	99.8	1.1	31.6	86.0		Unidentified.calls
76	Spectrogram 1	1	20150223-110814_AWI229-11_SV1057.wav	20150223-110814_AWI229-11_SV1057.wav	16562.987935522	16564.338935522	77013	77355	2015/2/23  11:13:18.988	1.351	12.1	37.4	0.9	14.8	34.6	colon	Unidentified.calls
77	Spectrogram 1	1	20150223-110814_AWI229-11_SV1057.wav	20150223-110814_AWI229-11_SV1057.wav	16649.621935541	16651.21893554	98931	99335	2015/2/23  11:14:45.622	1.597	78.0	112.5	1.1	79.1	107.7		Unidentified.calls
78	Spectrogram 1	1	20150223-110814_AWI229-11_SV1057.wav	20150223-110814_AWI229-11_SV1057.wav	16683.27393567	16685.48493567	107445	108005	2015/2/23  11:15:18.274	2.211	48.4	111.0	1.7	50.4	103.8		Unidentified.calls
79	Spectrogram 1	1	20150223-110814_AWI229-11_SV1057.wav	20150223-110814_AWI229-11_SV1057.wav	16743.488937968	16744.471937968	122680	122928	2015/2/23  11:16:18.489	0.983	13.5	56.6	0.6	14.8	51.4		Unidentified.calls
80	Spectrogram 1	1	20150223-110814_AWI229-11_SV1057.wav	20150223-110814_AWI229-11_SV1057.wav	16805.803928876	16807.031928876	138445	138756	2015/2/23  11:17:21.804	1.228	13.1	36.7	0.9	13.8	33.6	colon	Unidentified.calls
81	Spectrogram 1	1	20150225-091031_AWI229-11_SV1057.wav	20150225-091031_AWI229-11_SV1057.wav	16887.489898964	16888.840898964	6763	7105	2015/2/25  9:10:57.490	1.351	56.1	99.2	1.1	58.3	92.9		Unidentified.calls
82	Spectrogram 1	1	20150227-070208_AWI229-11_SV1057.wav	20150227-070208_AWI229-11_SV1057.wav	17688.726854523	17692.042854523	57127	57966	2015/2/27  7:05:53.727	3.316	58.9	78.5	2.4	60.3	77.1		Unidentified.calls
83	Spectrogram 1	1	20150227-070208_AWI229-11_SV1057.wav	20150227-070208_AWI229-11_SV1057.wav	17691.920852487	17695.236852487	57935	58774	2015/2/27  7:05:56.921	3.316	58.9	80.7	2.6	60.3	78.1		Unidentified.calls
84	Spectrogram 1	1	20150227-070208_AWI229-11_SV1057.wav	20150227-070208_AWI229-11_SV1057.wav	17831.354857807	17834.793857807	93212	94082	2015/2/27  7:08:16.355	3.439	35.9	116.7	2.9	39.5	103.8		Unidentified.calls
85	Spectrogram 1	1	20150227-070208_AWI229-11_SV1057.wav	20150227-070208_AWI229-11_SV1057.wav	17853.707854648	17855.058854648	98867	99209	2015/2/27  7:08:38.708	1.351	70.7	116.3	1.2	72.1	109.7		Unidentified.calls
86	Spectrogram 1	1	20150227-070208_AWI229-11_SV1057.wav	20150227-070208_AWI229-11_SV1057.wav	17923.637861584	17924.988861584	116559	116901	2015/2/27  7:09:48.638	1.351	84.8	113.9	1.1	88.0	108.7		Unidentified.calls
87	Spectrogram 1	1	20150301-050558_AWI229-11_SV1057.wav	20150301-050558_AWI229-11_SV1057.wav	18111.929811473	18113.894811473	11848	12345	2015/3/1  5:06:44.930	1.965	67.7	115.0	1.8	70.2	109.7		Unidentified.calls
88	Spectrogram 1	1	20150301-050558_AWI229-11_SV1057.wav	20150301-050558_AWI229-11_SV1057.wav	18141.05581523	18143.02081523	19217	19714	2015/3/1  5:07:13.056	1.965	85.4	109.6	1.7	87.0	106.7		Unidentified.calls
89	Spectrogram 1	1	20150301-050558_AWI229-11_SV1057.wav	20150301-050558_AWI229-11_SV1057.wav	18149.635812948	18150.986812948	21388	21730	2015/3/1  5:07:22.636	1.351	40.8	117.7	1.1	42.5	104.8		Unidentified.calls
90	Spectrogram 1	1	20150301-050558_AWI229-11_SV1057.wav	20150301-050558_AWI229-11_SV1057.wav	18172.971815924	18174.690815924	27292	27727	2015/3/1  5:07:45.972	1.719	34.6	114.2	1.2	36.6	98.8		Unidentified.calls
91	Spectrogram 1	1	20150301-050558_AWI229-11_SV1057.wav	20150301-050558_AWI229-11_SV1057.wav	18222.991812165	18224.219812165	39947	40258	2015/3/1  5:08:35.992	1.228	95.4	115.3	0.6	96.9	111.7		Unidentified.calls
92	Spectrogram 1	1	20150301-050558_AWI229-11_SV1057.wav	20150301-050558_AWI229-11_SV1057.wav	18228.273809264	18229.870809264	41283	41687	2015/3/1  5:08:41.274	1.597	54.2	113.8	1.2	57.3	103.8		Unidentified.calls
93	Spectrogram 1	1	20150301-050558_AWI229-11_SV1057.wav	20150301-050558_AWI229-11_SV1057.wav	18236.010812158	18238.712812159	43241	43924	2015/3/1  5:08:48.011	2.702	66.5	115.0	2.0	70.2	109.7		Unidentified.calls
94	Spectrogram 1	1	20150301-050558_AWI229-11_SV1057.wav	20150301-050558_AWI229-11_SV1057.wav	18383.563813875	18385.160813875	80572	80976	2015/3/1  5:11:16.564	1.597	72.3	106.1	1.2	73.1	102.8		Unidentified.calls
95	Spectrogram 1	1	20150303-030713_AWI229-11_SV1057.wav	20150303-030713_AWI229-11_SV1057.wav	18720.763767183	18721.500767183	13534	13721	2015/3/3  3:08:06.764	0.737	71.8	115.1	0.6	74.1	103.8		Unidentified.calls
96	Spectrogram 1	1	20150303-030713_AWI229-11_SV1057.wav	20150303-030713_AWI229-11_SV1057.wav	18729.360773459	18730.83477346	15709	16082	2015/3/3  3:08:15.361	1.474	5.2	116.6	1.2	5.9	82.0		Unidentified.calls
97	Spectrogram 1	1	20150303-030713_AWI229-11_SV1057.wav	20150303-030713_AWI229-11_SV1057.wav	18799.282774002	18801.001774002	33400	33834	2015/3/3  3:09:25.283	1.719	50.1	94.2	1.5	53.4	88.9		Unidentified.calls
98	Spectrogram 1	1	20150303-030713_AWI229-11_SV1057.wav	20150303-030713_AWI229-11_SV1057.wav	18840.673768565	18843.252768566	43871	44524	2015/3/3  3:10:06.674	2.579	3.7	112.5	2.4	4.0	72.1		Unidentified.calls
99	Spectrogram 1	1	20150303-030713_AWI229-11_SV1057.wav	20150303-030713_AWI229-11_SV1057.wav	18854.797771618	18856.762771618	47445	47942	2015/3/3  3:10:20.798	1.965	74.8	112.1	1.7	78.1	107.7		Unidentified.calls
100	Spectrogram 1	1	20150303-030713_AWI229-11_SV1057.wav	20150303-030713_AWI229-11_SV1057.wav	18891.520766959	18893.117766959	56736	57140	2015/3/3  3:10:57.521	1.597	25.8	115.1	1.2	27.7	96.9		Unidentified.calls
101	Spectrogram 1	1	20150303-030713_AWI229-11_SV1057.wav	20150303-030713_AWI229-11_SV1057.wav	18951.13976565	18953.10476565	71819	72317	2015/3/3  3:11:56.140	1.965	30.7	112.9	1.7	34.6	95.9		Unidentified.calls
102	Spectrogram 1	1	20150303-030713_AWI229-11_SV1057.wav	20150303-030713_AWI229-11_SV1057.wav	19038.860774458	19042.053774458	94013	94821	2015/3/3  3:13:24.861	3.193	3.7	117.4	2.9	4.0	43.5		Unidentified.calls
103	Spectrogram 1	1	20150303-030713_AWI229-11_SV1057.wav	20150303-030713_AWI229-11_SV1057.wav	19222.308773593	19224.150773593	140425	140891	2015/3/3  3:16:28.309	1.842	6.7	114.0	1.7	7.9	72.1		Unidentified.calls
104	Spectrogram 1	1	20150307-000138_AWI229-11_SV1057.wav	20150307-000138_AWI229-11_SV1057.wav	20105.712696429	20108.414696429	59228	59912	2015/3/7  0:05:32.713	2.702	55.3	114.0	2.4	56.3	103.8		Unidentified.calls
105	Spectrogram 1	1	20150307-000138_AWI229-11_SV1057.wav	20150307-000138_AWI229-11_SV1057.wav	20113.221698146	20116.783698146	61128	62029	2015/3/7  0:05:39.222	3.562	59.8	115.9	3.0	61.3	106.7		Unidentified.calls
106	Spectrogram 1	1	20150307-000138_AWI229-11_SV1057.wav	20150307-000138_AWI229-11_SV1057.wav	20134.101689499	20136.926689499	66411	67125	2015/3/7  0:06:00.102	2.825	68.4	112.9	2.3	70.2	109.7		Unidentified.calls
107	Spectrogram 1	1	20150307-000138_AWI229-11_SV1057.wav	20150307-000138_AWI229-11_SV1057.wav	20280.302696939	20282.021696939	103400	103834	2015/3/7  0:08:26.303	1.719	62.4	115.5	1.7	64.2	104.8		Unidentified.calls
108	Spectrogram 1	1	20150308-220358_AWI229-11_SV1057.wav	20150308-220358_AWI229-11_SV1057.wav	20499.836651982	20502.047651982	6593	7152	2015/3/8  22:04:24.837	2.211	64.2	105.9	1.7	66.2	102.8		Unidentified.calls
109	Spectrogram 1	1	20150308-220358_AWI229-11_SV1057.wav	20150308-220358_AWI229-11_SV1057.wav	20602.186650039	20604.274650039	32487	33015	2015/3/8  22:06:06.187	2.088	42.8	112.1	1.8	45.5	101.8		Unidentified.calls
