Selection	View	Channel	Begin File	End File	Begin Time (s)	End Time (s)	Beg File Samp (samples)	End File Samp (samples)	Begin Date Time	Delta Time (s)	Low Freq (Hz)	High Freq (Hz)	Dur 90% (s)	Freq 5% (Hz)	Freq 95% (Hz)	Notes	Tags
21	Spectrogram 1	1	20150228_020000.wav	20150228_020000.wav	37690.686514841	37692.160402252	1685169	1686642	2015/2/28  2:28:05.687	1.474	35.5	65.9	0.8	38.1	60.5		Unidentified.calls
22	Spectrogram 1	1	20150228_020000.wav	20150228_020000.wav	37831.234861822	37832.34027738	1825717	1826822	2015/2/28  2:30:25.235	1.105	24.4	52.1	0.8	25.4	48.8		Unidentified.calls
23	Spectrogram 1	1	20150303_150000.wav	20150303_150000.wav	45343.84891914	45344.954334698	2137215	2138320	2015/3/3  15:35:37.849	1.105	8.5	30.5	0.8	10.7	28.3		Unidentified.calls
24	Spectrogram 1	1	20150303_150000.wav	20150303_150000.wav	43634.493994882	43635.722234391	427860	429088	2015/3/3  15:07:07.494	1.228	9.2	33.1	0.8	12.7	28.3		Unidentified.calls
25	Spectrogram 1	1	20150307_040000.wav	20150307_040000.wav	52857.777764585	52859.742947799	2450049	2452014	2015/3/7  4:40:50.778	1.965	97.1	128.8	1.2	99.6	123.0		Unidentified.calls
26	Spectrogram 1	1	20150308_220000.wav	20150308_220000.wav	57185.22142784	57191.239801433	3176934	3182953	2015/3/8  22:52:56.221	6.018	8.8	32.4	4.6	11.7	28.3		Unidentified.calls
27	Spectrogram 1	1	20150310_170000.wav	20150310_170000.wav	57635.891530194	57643.138143296	27068	34314	2015/3/10  17:00:27.892	7.247	4.1	37.3	6.2	6.8	31.2		Unidentified.calls
28	Spectrogram 1	1	20150310_170000.wav	20150310_170000.wav	57707.497893552	57711.796731832	98674	102973	2015/3/10  17:01:38.498	4.299	53.2	81.3	3.5	54.7	78.1		Unidentified.calls
29	Spectrogram 1	1	20150310_170000.wav	20150310_170000.wav	57679.00273695	57684.529814739	70179	75706	2015/3/10  17:01:10.003	5.527	42.9	83.3	4.6	44.9	81.1		Unidentified.calls
30	Spectrogram 1	1	20150310_170000.wav	20150310_170000.wav	61178.286097236	61184.42729478	3569462	3575603	2015/3/10  17:59:29.286	6.141	4.3	21.6	4.8	7.8	20.5		Unidentified.calls
31	Spectrogram 1	1	20150312_110000.wav	20150312_110000.wav	62467.202123849	62487.345251791	1257820	1277963	2015/3/12  11:20:57.202	20.143	67.3	115.8	17.1	69.3	110.4	train	Unidentified.calls
32	Spectrogram 1	1	20150312_110000.wav	20150312_110000.wav	62698.567700102	62730.870399181	1489186	1521488	2015/3/12  11:24:49.568	32.303	65.4	138.7	29.3	67.4	127.9	train	Unidentified.calls
33	Spectrogram 1	1	20150312_110000.wav	20150312_110000.wav	63339.099603889	63360.102499488	2129718	2150720	2015/3/12  11:35:29.100	21.003	62.3	124.8	18.3	64.5	116.2	train	Unidentified.calls
34	Spectrogram 1	1	20150312_110000.wav	20150312_110000.wav	64406.571560901	64440.34814739	3197190	3230966	2015/3/12  11:53:17.572	33.777	68.8	125.6	28.8	72.3	120.1	train	Unidentified.calls
35	Spectrogram 1	1	20150312_110000.wav	20150312_110000.wav	63108.459388946	63137.691489253	1899077	1928309	2015/3/12  11:31:39.459	29.232	73.3	122.7	26.3	77.1	116.2	train	Unidentified.calls
36	Spectrogram 1	1	20150312_110000.wav	20150312_110000.wav	64642.825930399	64663.337530194	3433444	3453956	2015/3/12  11:57:13.826	20.512	67.2	126.4	18.2	68.4	119.1	train	Unidentified.calls
37	Spectrogram 1	1	20150312_110000.wav	20150312_110000.wav	63569.372346981	63590.989362334	2359990	2381607	2015/3/12  11:39:19.372	21.617	64.3	124.0	19.1	66.4	117.2	train	Unidentified.calls
38	Spectrogram 1	1	20150312_110000.wav	20150312_110000.wav	64067.636368475	64091.095743091	2858254	2881714	2015/3/12  11:47:38.636	23.459	71.3	125.2	20.5	74.2	121.1	train	Unidentified.calls
39	Spectrogram 1	1	20150316_000000.wav	20150316_000000.wav	69825.649346981	69826.877586489	1415108	1416337	2015/3/16  0:23:35.649	1.228	61.3	93.7	1.1	64.5	89.8		Unidentified.calls
40	Spectrogram 1	1	20150316_000000.wav	20150316_000000.wav	69498.70157216	69500.298283521	1088161	1089757	2015/3/16  0:18:08.702	1.597	55.5	79.8	1.2	57.6	76.2		Unidentified.calls
41	Spectrogram 1	1	20150316_000000.wav	20150316_000000.wav	69738.283770727	69739.757658137	1327743	1329217	2015/3/16  0:22:07.284	1.474	53.9	85.1	1.1	55.7	80.1		Unidentified.calls
42	Spectrogram 1	1	20150316_000000.wav	20150316_000000.wav	69812.138712385	69813.366951894	1401598	1402826	2015/3/16  0:23:21.139	1.228	56.3	95.0	0.9	58.6	85.9		Unidentified.calls
43	Spectrogram 1	1	20150316_000000.wav	20150316_000000.wav	69831.544896622	69833.018784033	1421004	1422478	2015/3/16  0:23:41.545	1.474	48.5	81.0	0.8	51.8	77.1		Unidentified.calls
44	Spectrogram 1	1	20150316_000000.wav	20150316_000000.wav	71955.581643808	71962.95108086	3545041	3552410	2015/3/16  0:59:05.582	7.369	14.0	35.4	6.2	16.6	30.3		Unidentified.calls
45	Spectrogram 1	1	20150316_000000.wav	20150316_000000.wav	71904.694780962	71908.747971341	3494154	3498207	2015/3/16  0:58:14.695	4.053	14.0	32.9	2.9	17.6	28.3		Unidentified.calls
46	Spectrogram 1	1	20150316_000000.wav	20150316_000000.wav	69743.688024565	69745.039088025	1333147	1334498	2015/3/16  0:22:13.688	1.351	53.0	77.7	1.1	55.7	73.2		Unidentified.calls
47	Spectrogram 1	1	20150316_000000.wav	20150316_000000.wav	69850.95108086	69852.302144319	1440410	1441761	2015/3/16  0:24:00.951	1.351	48.5	76.9	1.1	51.8	74.2		Unidentified.calls
48	Spectrogram 1	1	20150316_000000.wav	20150316_000000.wav	69764.445272262	69765.673511771	1353904	1355133	2015/3/16  0:22:33.445	1.228	53.5	75.7	0.8	56.6	71.3		Unidentified.calls
49	Spectrogram 1	1	20150316_000000.wav	20150316_000000.wav	71980.514905834	71993.411420676	3569974	3582870	2015/3/16  0:59:29.515	12.897	15.6	35.4	11.4	17.6	30.3		Unidentified.calls
50	Spectrogram 1	1	20150316_000000.wav	20150316_000000.wav	69744.42496827	69745.898855681	1333884	1335358	2015/3/16  0:22:13.425	1.474	58.0	90.0	1.2	59.6	86.9		Unidentified.calls
51	Spectrogram 1	1	20150317_180000.wav	20150317_180000.wav	72913.546061413	72918.213371546	902468	907135	2015/3/17  18:15:02.546	4.667	14.4	30.0	3.5	15.6	27.3		Unidentified.calls
52	Spectrogram 1	1	20150317_180000.wav	20150317_180000.wav	72493.435819857	72497.611834186	482358	486534	2015/3/17  18:08:02.436	4.176	15.2	33.7	3.2	16.6	31.2		Unidentified.calls
53	Spectrogram 1	1	20150317_180000.wav	20150317_180000.wav	72877.92711566	72881.980306039	866849	870902	2015/3/17  18:14:26.927	4.053	15.2	28.0	3.1	16.6	26.4		Unidentified.calls
54	Spectrogram 1	1	20150317_180000.wav	20150317_180000.wav	72295.368507677	72298.807578301	284291	287730	2015/3/17  18:04:44.369	3.439	46.2	119.5	2.8	47.9	110.4		Unidentified.calls
55	Spectrogram 1	1	20150317_180000.wav	20150317_180000.wav	72885.665024565	72890.5779826	874587	879500	2015/3/17  18:14:34.665	4.913	14.4	28.8	4.0	15.6	26.4		Unidentified.calls
56	Spectrogram 1	1	20150317_180000.wav	20150317_180000.wav	72979.171798362	72985.804291709	968094	974726	2015/3/17  18:16:08.172	6.632	14.4	29.6	5.5	16.6	27.3		Unidentified.calls
57	Spectrogram 1	1	20150317_180000.wav	20150317_180000.wav	72331.232710338	72333.566365404	320155	322488	2015/3/17  18:05:20.233	2.334	64.1	94.2	1.8	65.4	88.9	quotation marks	Unidentified.calls
58	Spectrogram 1	1	20150317_180000.wav	20150317_180000.wav	73234.721110542	73241.230926305	1223643	1230153	2015/3/17  18:20:23.721	6.51	7.1	29.2	5.5	9.8	26.4		Unidentified.calls
59	Spectrogram 1	1	20150317_180000.wav	20150317_180000.wav	72343.637891505	72345.480250768	332560	334402	2015/3/17  18:05:32.638	1.842	70.3	93.4	1.5	72.3	90.8	quotation marks	Unidentified.calls
60	Spectrogram 1	1	20150317_180000.wav	20150317_180000.wav	72484.960967247	72489.873925281	473883	478796	2015/3/17  18:07:53.961	4.913	12.7	30.8	4.0	14.6	28.3		Unidentified.calls
61	Spectrogram 1	1	20150317_180000.wav	20150317_180000.wav	72260.486114637	72264.539305015	249408	253461	2015/3/17  18:04:09.486	4.053	13.6	32.9	3.1	17.6	27.3		Unidentified.calls
62	Spectrogram 1	1	20150317_180000.wav	20150317_180000.wav	73297.030600819	73301.206615148	1285953	1290129	2015/3/17  18:21:25.031	4.176	14.4	28.8	2.9	16.6	26.4		Unidentified.calls
63	Spectrogram 1	1	20150317_180000.wav	20150317_180000.wav	72685.239501535	72693.837178096	674162	682759	2015/3/17  18:11:14.240	8.598	14.4	30.0	7.2	15.6	27.3		Unidentified.calls
64	Spectrogram 1	1	20150319_130000.wav	20150319_130000.wav	79106.319752303	79109.390351075	3494684	3497754	2015/3/19  13:58:14.320	3.071	22.7	46.1	2.0	26.4	39.1		Unidentified.calls
65	Spectrogram 1	1	20150319_130000.wav	20150319_130000.wav	76422.10312999	76424.559609007	810467	812924	2015/3/19  13:13:30.103	2.456	15.2	30.1	2.0	17.6	27.3		Unidentified.calls
66	Spectrogram 1	1	20150319_130000.wav	20150319_130000.wav	77045.599251791	77049.65244217	1433963	1438016	2015/3/19  13:23:53.599	4.053	15.2	29.7	3.4	16.6	27.3		Unidentified.calls
67	Spectrogram 1	1	20150319_130000.wav	20150319_130000.wav	78701.010296827	78705.063487206	3089374	3093427	2015/3/19  13:51:29.010	4.053	16.0	34.0	3.1	16.6	30.3		Unidentified.calls
68	Spectrogram 1	1	20150323_010000.wav	20150323_010000.wav	82862.5779826	82865.280109519	49847	52549	2015/3/23  1:00:49.578	2.702	15.2	30.9	2.0	16.6	27.3		Unidentified.calls
69	Spectrogram 1	1	20150323_010000.wav	20150323_010000.wav	82842.80332651	82845.873925281	30072	33143	2015/3/23  1:00:30.803	3.071	15.6	28.9	2.2	16.6	26.4		Unidentified.calls
70	Spectrogram 1	1	20150323_010000.wav	20150323_010000.wav	82852.506418628	82855.5770174	39775	42846	2015/3/23  1:00:39.506	3.071	15.2	31.2	2.3	16.6	28.3		Unidentified.calls
71	Spectrogram 1	1	20150330_030000.wav	20150330_030000.wav	98517.246334698	98544.513251791	1302883	1330150	2015/3/30  3:21:42.246	27.267	97.8	119.8	24.9	98.6	118.2	train	Unidentified.calls
72	Spectrogram 1	1	20150330_030000.wav	20150330_030000.wav	97403.678648925	97433.770516888	189316	219408	2015/3/30  3:03:09.679	30.092	101.8	121.0	26.6	103.5	119.1	train	Unidentified.calls
73	Spectrogram 1	1	20150330_030000.wav	20150330_030000.wav	98609.156397134	98636.546138178	1394793	1422183	2015/3/30  3:23:14.156	27.39	110.6	122.2	24.9	111.3	122.1	train	Unidentified.calls
74	Spectrogram 1	1	20150402_160000.wav	20150402_160000.wav	107575.563546571	107582.932983623	3160064	3167433	2015/4/2  16:52:40.564	7.369	47.9	54.1	4.3	49.8	52.7		Unidentified.calls
75	Spectrogram 1	1	20150406_040000.wav	20150406_040000.wav	112973.617503582	113015.868942682	1357044	1399295	2015/4/6  4:22:37.618	42.251	104.5	125.0	38.7	106.4	124.0	train	Unidentified.calls
76	Spectrogram 1	1	20150409_170000.wav	20150409_170000.wav	120438.130187308	120442.429025589	1620503	1624802	2015/4/9  17:27:00.130	4.299	31.8	122.9	2.6	38.1	106.4	air guns?	Unidentified.calls
77	Spectrogram 1	1	20150409_170000.wav	20150409_170000.wav	119307.035423746	119313.913564995	489408	496287	2015/4/9  17:08:09.035	6.878	33.2	121.8	5.2	38.1	114.3	air guns?	Unidentified.calls
78	Spectrogram 1	1	20150409_170000.wav	20150409_170000.wav	119874.302340839	119878.355531218	1056675	1060729	2015/4/9  17:17:36.302	4.053	31.4	122.9	2.6	37.1	111.3	air guns?	Unidentified.calls
79	Spectrogram 1	1	20150409_170000.wav	20150409_170000.wav	119614.269691914	119622.498896622	796643	804872	2015/4/9  17:13:16.270	8.229	26.0	394.2	6.5	28.3	300.8		Unidentified.calls
80	Spectrogram 1	1	20150409_170000.wav	20150409_170000.wav	119008.681155578	119012.120226203	191054	194493	2015/4/9  17:03:11.681	3.439	34.0	123.0	2.6	40.0	118.2	air guns?	Unidentified.calls
81	Spectrogram 1	1	20150409_170000.wav	20150409_170000.wav	119567.988989765	119572.533475947	750362	754906	2015/4/9  17:12:30.989	4.544	15.1	122.9	3.9	17.6	90.8	air guns?	Unidentified.calls
82	Spectrogram 1	1	20150411_120000.wav	20150411_120000.wav	124232.893477994	124243.57916172	1814729	1825415	2015/4/11  12:30:14.893	10.686	50.2	83.2	9.1	52.7	79.1		Unidentified.calls
83	Spectrogram 1	1	20150413_060000.wav	20150413_060000.wav	127655.180409417	127659.233599795	1636458	1640512	2015/4/13  6:27:16.180	4.053	105.1	129.5	3.1	106.4	126.0		Unidentified.calls
84	Spectrogram 1	1	20150413_060000.wav	20150413_060000.wav	128288.417368475	128290.014079836	2269695	2271292	2015/4/13  6:37:49.417	1.597	86.8	103.6	0.5	90.8	98.6		Unidentified.calls
85	Spectrogram 1	1	20150413_060000.wav	20150413_060000.wav	127755.258762538	127760.048896622	1736537	1741327	2015/4/13  6:28:56.259	4.79	114.9	135.1	3.4	118.2	132.8		Unidentified.calls
86	Spectrogram 1	1	20150413_060000.wav	20150413_060000.wav	127833.006323439	127837.059513818	1814284	1818338	2015/4/13  6:30:14.006	4.053	108.8	130.6	2.6	113.3	126.0		Unidentified.calls
87	Spectrogram 1	1	20150413_060000.wav	20150413_060000.wav	127642.406718526	127645.477317298	1623685	1626755	2015/4/13  6:27:03.407	3.071	114.6	126.0	2.0	117.2	123.0		Unidentified.calls
88	Spectrogram 1	1	20150413_060000.wav	20150413_060000.wav	128106.685250768	128111.598208802	2087963	2092876	2015/4/13  6:34:47.685	4.913	111.0	130.8	3.8	113.3	128.9		Unidentified.calls
89	Spectrogram 1	1	20150413_060000.wav	20150413_060000.wav	127778.595313204	127784.613686796	1759873	1765892	2015/4/13  6:29:19.595	6.018	110.3	134.0	4.6	112.3	131.8		Unidentified.calls
90	Spectrogram 1	1	20150413_060000.wav	20150413_060000.wav	127677.902840328	127680.604967247	1659181	1661883	2015/4/13  6:27:39.903	2.702	100.5	121.5	1.7	102.5	117.2		Unidentified.calls
91	Spectrogram 1	1	20150413_060000.wav	20150413_060000.wav	128292.839030706	128294.067270215	2274117	2275345	2015/4/13  6:37:54.839	1.228	74.5	101.7	0.8	78.1	97.7		Unidentified.calls
92	Spectrogram 1	1	20150413_060000.wav	20150413_060000.wav	128609.431794268	128613.97628045	2590710	2595254	2015/4/13  6:43:10.432	4.544	112.7	138.4	3.7	118.2	133.8		Unidentified.calls
93	Spectrogram 1	1	20150413_060000.wav	20150413_060000.wav	127672.252938588	127674.955065507	1653531	1656233	2015/4/13  6:27:33.253	2.702	115.7	131.4	1.7	120.1	128.9		Unidentified.calls
94	Spectrogram 1	1	20150415_000000.wav	20150415_000000.wav	132398.730256909	132401.800855681	2779450	2782521	2015/4/15  0:46:19.730	3.071	40.9	61.1	2.3	42.0	58.6		Unidentified.calls
95	Spectrogram 1	1	20150416_190000.wav	20150416_190000.wav	135025.858711361	135051.03762129	1806021	1831200	2015/4/16  19:30:06.859	25.179	90.7	121.1	22.0	90.8	118.2	train	Unidentified.calls
96	Spectrogram 1	1	20150422_020000.wav	20150422_020000.wav	144842.631426817	144843.982490276	821140	822491	2015/4/22  2:13:41.631	1.351	32.2	88.6	0.5	41.0	79.1		Unidentified.calls
97	Spectrogram 1	1	20150422_020000.wav	20150422_020000.wav	144450.303562948	144452.145922211	428813	430655	2015/4/22  2:07:08.304	1.842	36.9	86.9	1.4	41.0	75.2		Unidentified.calls
98	Spectrogram 1	1	20150422_020000.wav	20150422_020000.wav	146303.659487206	146304.764902764	2282168	2283274	2015/4/22  2:38:02.659	1.105	41.5	86.4	0.5	44.9	80.1		Unidentified.calls
99	Spectrogram 1	1	20150422_020000.wav	20150422_020000.wav	145810.455412487	145811.806475947	1788964	1790315	2015/4/22  2:29:48.455	1.351	34.7	89.8	0.5	43.0	82.0		Unidentified.calls
100	Spectrogram 1	1	20150422_020000.wav	20150422_020000.wav	147216.052123849	147217.526011259	3194561	3196035	2015/4/22  2:53:14.052	1.474	44.6	83.8	0.5	47.9	75.2		Unidentified.calls
101	Spectrogram 1	1	20150422_020000.wav	20150422_020000.wav	145052.981525077	145054.332588536	1031491	1032842	2015/4/22  2:17:11.982	1.351	28.8	90.3	0.5	36.1	75.2		Unidentified.calls
102	Spectrogram 1	1	20150422_020000.wav	20150422_020000.wav	146779.99893347	146785.771659161	2758508	2764281	2015/4/22  2:45:58.999	5.773	43.8	69.0	4.5	45.9	67.4		Unidentified.calls
103	Spectrogram 1	1	20150422_020000.wav	20150422_020000.wav	145457.100488229	145459.065671443	1435609	1437575	2015/4/22  2:23:55.100	1.965	33.1	83.5	1.2	35.2	76.2		Unidentified.calls
104	Spectrogram 1	1	20150422_020000.wav	20150422_020000.wav	146787.491194473	146791.175912999	2766000	2769685	2015/4/22  2:46:06.491	3.685	45.0	67.8	2.8	48.8	66.4		Unidentified.calls
105	Spectrogram 1	1	20150422_020000.wav	20150422_020000.wav	146792.526976459	146797.194286592	2771036	2775703	2015/4/22  2:46:11.527	4.667	44.2	70.1	3.7	47.9	67.4		Unidentified.calls
106	Spectrogram 1	1	20150422_020000.wav	20150422_020000.wav	144552.408013306	144554.127548618	530917	532637	2015/4/22  2:08:50.408	1.72	32.6	94.5	0.6	37.1	82.0		Unidentified.calls
107	Spectrogram 1	1	20150422_020000.wav	20150422_020000.wav	144284.69912999	144286.541489253	263208	265050	2015/4/22  2:04:23.699	1.842	28.0	89.4	0.6	33.2	77.1		Unidentified.calls
108	Spectrogram 1	1	20150422_020000.wav	20150422_020000.wav	147245.529872057	147246.635287615	3224039	3225144	2015/4/22  2:53:44.530	1.105	36.2	67.8	0.6	38.1	64.5		Unidentified.calls
109	Spectrogram 1	1	20150422_020000.wav	20150422_020000.wav	146009.382883316	146010.733946776	1987892	1989243	2015/4/22  2:33:07.383	1.351	34.7	81.8	0.8	38.1	73.2		Unidentified.calls
110	Spectrogram 1	1	20150422_020000.wav	20150422_020000.wav	144483.503776868	144484.609192426	462013	463118	2015/4/22  2:07:42.504	1.105	34.7	87.7	0.6	39.1	73.2		Unidentified.calls
111	Spectrogram 1	1	20150422_020000.wav	20150422_020000.wav	147569.89834391	147571.740703173	3548407	3550250	2015/4/22  2:59:08.898	1.842	33.5	81.6	0.9	36.1	76.2		Unidentified.calls
112	Spectrogram 1	1	20150422_020000.wav	20150422_020000.wav	144907.520220061	144908.871283521	886029	887380	2015/4/22  2:14:46.520	1.351	33.9	83.1	0.8	36.1	73.2		Unidentified.calls
113	Spectrogram 1	1	20150423_200000.wav	20150423_200000.wav	148315.826779939	148320.739737973	693778	698691	2015/4/23  20:11:33.827	4.913	100.0	122.9	4.0	102.5	120.1		Unidentified.calls
114	Spectrogram 1	1	20150423_200000.wav	20150423_200000.wav	148153.170121801	148154.029889458	531121	531981	2015/4/23  20:08:51.170	0.86	92.2	119.3	0.6	93.8	116.2		Unidentified.calls
115	Spectrogram 1	1	20150423_200000.wav	20150423_200000.wav	148596.592582395	148599.049061412	974544	977000	2015/4/23  20:16:14.593	2.456	68.8	94.0	1.8	71.3	90.8		Unidentified.calls
116	Spectrogram 1	1	20150423_200000.wav	20150423_200000.wav	148118.250372569	148121.320971341	496201	499272	2015/4/23  20:08:16.250	3.071	112.7	144.0	2.5	120.1	135.7		Unidentified.calls
117	Spectrogram 1	1	20150423_200000.wav	20150423_200000.wav	148525.317110542	148529.861596725	903268	907813	2015/4/23  20:15:03.317	4.544	64.4	91.1	3.5	67.4	87.9		Unidentified.calls
118	Spectrogram 1	1	20150423_200000.wav	20150423_200000.wav	148156.732016377	148158.083079836	534683	536034	2015/4/23  20:08:54.732	1.351	75.8	95.3	0.9	78.1	93.8		Unidentified.calls
119	Spectrogram 1	1	20150423_200000.wav	20150423_200000.wav	148578.906100307	148581.608227226	956857	959559	2015/4/23  20:15:56.906	2.702	101.0	115.1	1.8	104.5	114.3	humpback	Unidentified.calls
120	Spectrogram 1	1	20150423_200000.wav	20150423_200000.wav	148837.563591607	148876.007488229	1215515	1253958	2015/4/23  20:20:15.564	38.444	98.6	142.9	30.5	105.5	139.6	humpback	Unidentified.calls
121	Spectrogram 1	1	20150423_200000.wav	20150423_200000.wav	148188.174947799	148190.140131013	566126	568091	2015/4/23  20:09:26.175	1.965	75.5	112.4	1.4	78.1	107.4		Unidentified.calls
122	Spectrogram 1	1	20150423_200000.wav	20150423_200000.wav	148156.977664278	148158.328727738	534929	536280	2015/4/23  20:08:54.978	1.351	52.2	70.9	0.8	54.7	67.4		Unidentified.calls
123	Spectrogram 1	1	20150423_200000.wav	20150423_200000.wav	148297.280363357	148299.12272262	675231	677074	2015/4/23  20:11:15.280	1.842	39.6	61.0	0.6	45.9	59.6		Unidentified.calls
124	Spectrogram 1	1	20150423_200000.wav	20150423_200000.wav	148571.168191402	148573.993142272	949119	951944	2015/4/23  20:15:49.168	2.825	105.2	119.3	1.8	108.4	118.2	humpback	Unidentified.calls
125	Spectrogram 1	1	20150423_200000.wav	20150423_200000.wav	148231.201077789	148234.885796315	609152	612837	2015/4/23  20:10:09.201	3.685	46.9	93.7	2.5	50.8	82.0		Unidentified.calls
126	Spectrogram 1	1	20150423_200000.wav	20150423_200000.wav	148283.892552712	148287.700095189	661844	665651	2015/4/23  20:11:01.893	3.808	101.9	151.1	2.6	110.4	141.6		Unidentified.calls
127	Spectrogram 1	1	20150423_200000.wav	20150423_200000.wav	148601.137068577	148603.470723644	979088	981422	2015/4/23  20:16:19.137	2.334	65.7	107.8	1.8	70.3	106.4		Unidentified.calls
128	Spectrogram 1	1	20150425_150000.wav	20150425_150000.wav	154523.20477175	154548.874977482	3300640	3326310	2015/4/25  15:55:00.205	25.67	99.6	142.5	20.9	101.6	135.7	humpback	Unidentified.calls
129	Spectrogram 1	1	20150425_150000.wav	20150425_150000.wav	153871.520053224	153881.960089048	2648955	2659395	2015/4/25  15:44:08.520	10.44	58.7	92.1	8.8	61.5	89.8		Unidentified.calls
130	Spectrogram 1	1	20150425_150000.wav	20150425_150000.wav	154281.411742068	154309.047131013	3058847	3086482	2015/4/25  15:50:58.412	27.635	84.0	139.9	25.4	87.9	133.8	humpback	Unidentified.calls
131	Spectrogram 1	1	20150425_150000.wav	20150425_150000.wav	153039.577104401	153052.719267144	1817012	1830154	2015/4/25  15:30:17.577	13.142	57.5	85.8	10.9	59.6	83.0		Unidentified.calls
132	Spectrogram 1	1	20150425_150000.wav	20150425_150000.wav	153023.118694985	153030.242484135	1800554	1807677	2015/4/25  15:30:00.119	7.124	60.4	87.9	5.1	63.5	85.0		Unidentified.calls
133	Spectrogram 1	1	20150425_150000.wav	20150425_150000.wav	152797.415602866	152804.170920164	1574851	1581606	2015/4/25  15:26:14.416	6.755	57.9	66.2	5.9	58.6	65.4		Unidentified.calls
