Selection	View	Channel	Begin File	End File	Begin Time (s)	End Time (s)	Beg File Samp (samples)	End File Samp (samples)	Begin Date Time	Delta Time (s)	Low Freq (Hz)	High Freq (Hz)	Dur 90% (s)	Freq 5% (Hz)	Freq 95% (Hz)	From	Tags
57	Spectrogram 1	1	20170219_190000.wav	20170219_190000.wav	142505.133493795	142513.032730126	2110479	2118379	2017/2/19  19:35:10.133	7.899	19.4	27.8	6.2	20.5	26.4		Bm.Ant-B
58	Spectrogram 1	1	20170219_190000.wav	20170219_190000.wav	142533.748608186	142545.362054977	2139095	2150708	2017/2/19  19:35:39.749	11.613	20.9	27.8	10.2	21.5	27.3		Bm.Ant-B
59	Spectrogram 1	1	20170219_190000.wav	20170219_190000.wav	142568.868619761	142576.349353505	2174215	2181695	2017/2/19  19:36:14.869	7.481	20.4	27.6	5.7	21.5	26.4		Bm.Ant-B
60	Spectrogram 1	1	20170219_190000.wav	20170219_190000.wav	142635.960819965	142642.866112652	2241307	2248212	2017/2/19  19:37:21.961	6.905	21.3	27.6	5.5	22.5	26.4		Bm.Ant-B
61	Spectrogram 1	1	20170219_190000.wav	20170219_190000.wav	142700.878053807	142707.5740952	2306224	2312920	2017/2/19  19:38:26.878	6.696	20.2	27.8	5.2	21.5	26.4		Bm.Ant-B
62	Spectrogram 1	1	20170219_190000.wav	20170219_190000.wav	142765.387802298	142772.973161689	2370734	2378319	2017/2/19  19:39:30.388	7.585	20.4	27.8	5.5	21.5	26.4		Bm.Ant-B
63	Spectrogram 1	1	20170219_190000.wav	20170219_190000.wav	142826.245214836	142836.289276926	2431591	2441635	2017/2/19  19:40:31.245	10.044	20.7	28.0	7.7	22.5	26.4		Bm.Ant-B
64	Spectrogram 1	1	20170219_190000.wav	20170219_190000.wav	142836.393902573	142843.665385023	2441740	2449011	2017/2/19  19:40:41.394	7.271	20.4	28.9	6.3	21.5	27.3		Bm.Ant-B
65	Spectrogram 1	1	20170219_190000.wav	20170219_190000.wav	142892.8879752	142899.3747653	2498234	2504721	2017/2/19  19:41:38.888	6.487	19.6	27.8	4.9	22.5	26.4		Bm.Ant-B
66	Spectrogram 1	1	20170219_190000.wav	20170219_190000.wav	143144.124846572	143161.021888525	2749471	2766368	2017/2/19  19:45:49.125	16.897	20.4	27.4	14.3	21.5	26.4		Bm.Ant-B
67	Spectrogram 1	1	20170219_190000.wav	20170219_190000.wav	143286.607642897	143291.629673942	2891954	2896976	2017/2/19  19:48:11.608	5.022	21.1	27.4	4.2	22.5	26.4		Bm.Ant-B
68	Spectrogram 1	1	20170223_080000.wav	20170223_080000.wav	147732.666272547	147740.722447348	138298	146354	2017/2/23  8:02:18.666	8.056	21.1	27.2	6.9	21.5	26.4		Bm.Ant-B
69	Spectrogram 1	1	20170223_080000.wav	20170223_080000.wav	147792.592742049	147799.445721912	198225	205078	2017/2/23  8:03:18.593	6.853	19.8	28.0	5.7	20.5	27.3		Bm.Ant-B
70	Spectrogram 1	1	20170223_080000.wav	20170223_080000.wav	148414.677944422	148422.786432047	820310	828418	2017/2/23  8:13:40.678	8.108	21.9	27.4	6.8	22.5	26.4		Bm.Ant-B
71	Spectrogram 1	1	20170223_080000.wav	20170223_080000.wav	148542.504206475	148548.781745281	948136	954414	2017/2/23  8:15:48.504	6.278	20.4	27.6	5.4	20.5	26.4		Bm.Ant-B
72	Spectrogram 1	1	20170223_080000.wav	20170223_080000.wav	149026.449030097	149034.139015134	1432081	1439771	2017/2/23  8:23:52.449	7.69	21.3	27.8	6.5	22.5	27.3		Bm.Ant-B
73	Spectrogram 1	1	20170223_080000.wav	20170223_080000.wav	149133.507211083	149140.88331918	1539139	1546515	2017/2/23  8:25:39.507	7.376	21.7	28.3	6.0	22.5	26.4		Bm.Ant-B
74	Spectrogram 1	1	20170225_020000.wav	20170225_020000.wav	151706.571872984	151713.529478494	512326	519283	2017/2/25  2:08:32.572	6.958	21.3	27.8	5.7	22.5	27.3		Bm.Ant-B
75	Spectrogram 1	1	20170225_020000.wav	20170225_020000.wav	153375.836974013	153385.357907869	2181591	2191112	2017/2/25  2:36:21.837	9.521	21.5	27.4	7.1	22.5	27.3		Bm.Ant-B
76	Spectrogram 1	1	20170225_020000.wav	20170225_020000.wav	153443.945509716	153451.792433223	2249700	2257546	2017/2/25  2:37:29.946	7.847	21.3	27.6	6.8	21.5	27.3		Bm.Ant-B
77	Spectrogram 1	1	20170226_210000.wav	20170226_210000.wav	155577.863225846	155588.011913583	783760	793909	2017/2/26  21:13:03.863	10.149	20.6	28.1	7.1	22.5	26.4		Bm.Ant-B
78	Spectrogram 1	1	20170226_210000.wav	20170226_210000.wav	155642.613616118	155652.709991031	848511	858607	2017/2/26  21:14:08.614	10.096	21.9	28.0	7.1	23.4	26.4		Bm.Ant-B
79	Spectrogram 1	1	20170226_210000.wav	20170226_210000.wav	155705.521861644	155718.652380313	911419	924549	2017/2/26  21:15:11.522	13.131	21.5	28.3	9.1	23.4	26.4		Bm.Ant-B
80	Spectrogram 1	1	20170226_210000.wav	20170226_210000.wav	155771.140757393	155781.341757953	977038	987239	2017/2/26  21:16:17.141	10.201	21.1	28.3	6.9	22.5	26.4		Bm.Ant-B
81	Spectrogram 1	1	20170226_210000.wav	20170226_210000.wav	155904.81536788	155912.871542681	1110712	1118769	2017/2/26  21:18:30.815	8.056	21.3	27.8	6.3	22.5	26.4		Bm.Ant-B
82	Spectrogram 1	1	20170226_210000.wav	20170226_210000.wav	155966.467542595	155975.726912334	1172365	1181624	2017/2/26  21:19:32.468	9.259	21.3	28.1	5.2	23.4	26.4		Bm.Ant-B
83	Spectrogram 1	1	20170226_210000.wav	20170226_210000.wav	156033.036614566	156042.348297128	1238934	1248245	2017/2/26  21:20:38.037	9.312	19.8	28.3	6.6	21.5	26.4		Bm.Ant-B
84	Spectrogram 1	1	20170226_210000.wav	20170226_210000.wav	156097.305446733	156107.558760117	1303202	1313456	2017/2/26  21:21:43.305	10.253	18.9	27.6	6.8	21.5	26.4		Bm.Ant-B
85	Spectrogram 1	1	20170226_210000.wav	20170226_210000.wav	156164.264336239	156172.425136687	1370161	1378322	2017/2/26  21:22:50.264	8.161	19.3	28.1	6.2	21.5	26.4		Bm.Ant-B
86	Spectrogram 1	1	20170228_150000.wav	20170228_150000.wav	158668.872291346	158680.276486844	274912	286316	2017/2/28  15:04:34.872	11.404	22.0	27.8	7.7	23.4	26.4	Bm Ant-A	Bm.Ant-B
87	Spectrogram 1	1	20170228_150000.wav	20170228_150000.wav	158734.187462344	158745.800909135	340227	351841	2017/2/28  15:05:40.187	11.613	20.7	27.8	8.3	22.5	26.4	Bm Ant-A	Bm.Ant-B
88	Spectrogram 1	1	20170228_150000.wav	20170228_150000.wav	158799.052602997	158809.985983084	405093	416026	2017/2/28  15:06:45.053	10.933	20.6	27.6	8.5	22.5	26.4		Bm.Ant-B
89	Spectrogram 1	1	20170228_150000.wav	20170228_150000.wav	158861.761749418	158873.741385973	467802	479781	2017/2/28  15:07:47.762	11.98	19.6	28.1	8.3	21.5	26.4		Bm.Ant-B
90	Spectrogram 1	1	20170228_150000.wav	20170228_150000.wav	158925.706099223	158937.894987072	531746	543935	2017/2/28  15:08:51.706	12.189	20.4	28.7	8.6	22.5	26.4		Bm.Ant-B
91	Spectrogram 1	1	20170228_150000.wav	20170228_150000.wav	158993.98113508	159004.80988952	600021	610850	2017/2/28  15:10:00.981	10.829	20.4	28.3	7.9	21.5	26.4		Bm.Ant-B
92	Spectrogram 1	1	20170228_150000.wav	20170228_150000.wav	159055.655303323	159068.628883522	661695	674669	2017/2/28  15:11:01.655	12.974	20.9	28.1	9.7	22.5	26.4		Bm.Ant-B
93	Spectrogram 1	1	20170228_150000.wav	20170228_150000.wav	159184.443445666	159196.213830927	790483	802254	2017/2/28  15:13:10.443	11.77	21.3	28.1	7.5	21.5	26.4		Bm.Ant-B
94	Spectrogram 1	1	20170228_150000.wav	20170228_150000.wav	159456.928885015	159466.868321458	1062969	1072908	2017/2/28  15:17:42.929	9.939	21.9	27.6	7.2	23.4	26.4		Bm.Ant-B
95	Spectrogram 1	1	20170228_150000.wav	20170228_150000.wav	159582.725016782	159593.501458399	1188765	1199541	2017/2/28  15:19:48.725	10.776	20.7	27.8	7.9	22.5	26.4		Bm.Ant-B
96	Spectrogram 1	1	20170228_150000.wav	20170228_150000.wav	159648.667460973	159657.717579418	1254707	1263758	2017/2/28  15:20:54.667	9.05	20.0	28.7	6.3	22.5	27.3		Bm.Ant-B
97	Spectrogram 1	1	20170228_150000.wav	20170228_150000.wav	159711.889020389	159724.391785178	1317929	1330432	2017/2/28  15:21:57.889	12.503	18.7	28.3	9.5	20.5	26.4		Bm.Ant-B
98	Spectrogram 1	1	20170228_150000.wav	20170228_150000.wav	159777.036482769	159788.231426973	1383076	1394271	2017/2/28  15:23:03.036	11.195	18.1	27.6	7.2	19.5	26.4		Bm.Ant-B
99	Spectrogram 1	1	20170228_150000.wav	20170228_150000.wav	159838.982902914	159851.59029335	1445023	1457630	2017/2/28  15:24:05.983	12.607	19.4	27.8	8.3	21.5	26.4		Bm.Ant-B
100	Spectrogram 1	1	20170228_150000.wav	20170228_150000.wav	160372.893384026	160381.524999884	1978933	1987565	2017/2/28  15:32:58.893	8.632	21.5	28.0	4.6	23.4	26.4		Bm.Ant-B
101	Spectrogram 1	1	20170228_150000.wav	20170228_150000.wav	160440.478791494	160447.541022651	2046519	2053581	2017/2/28  15:34:06.479	7.062	21.1	28.3	4.6	23.4	26.4		Bm.Ant-B
102	Spectrogram 1	1	20170228_150000.wav	20170228_150000.wav	160447.907212415	160451.621422875	2053947	2057661	2017/2/28  15:34:13.907	3.714	20.2	28.3	2.6	21.5	26.4		Bm.Ant-B
103	Spectrogram 1	1	20170228_150000.wav	20170228_150000.wav	160504.318323473	160515.304016383	2110358	2121344	2017/2/28  15:35:10.318	10.986	18.5	28.1	7.4	19.5	26.4		Bm.Ant-B
104	Spectrogram 1	1	20170228_150000.wav	20170228_150000.wav	160568.230966829	160577.751900685	2174271	2183792	2017/2/28  15:36:14.231	9.521	19.4	28.1	7.2	20.5	26.4		Bm.Ant-B
105	Spectrogram 1	1	20170228_150000.wav	20170228_150000.wav	160771.728910812	160784.493239718	2377769	2390533	2017/2/28  15:39:37.729	12.764	18.0	28.1	8.5	19.5	26.4		Bm.Ant-B
106	Spectrogram 1	1	20170228_150000.wav	20170228_150000.wav	160839.502413639	160847.663214087	2445542	2453703	2017/2/28  15:40:45.502	8.161	20.0	28.0	5.5	22.5	26.4		Bm.Ant-B
107	Spectrogram 1	1	20170228_150000.wav	20170228_150000.wav	160904.157794856	160912.057031187	2510198	2518097	2017/2/28  15:41:50.158	7.899	19.4	27.8	5.7	21.5	26.4		Bm.Ant-B
108	Spectrogram 1	1	20170228_150000.wav	20170228_150000.wav	160970.43538174	160978.073053954	2576475	2584113	2017/2/28  15:42:56.435	7.638	20.0	27.6	5.7	22.5	26.4		Bm.Ant-B
109	Spectrogram 1	1	20170228_150000.wav	20170228_150000.wav	161036.314825323	161043.638620597	2642355	2649679	2017/2/28  15:44:02.315	7.324	19.6	28.0	5.2	22.5	26.4		Bm.Ant-B
110	Spectrogram 1	1	20170302_100000.wav	20170302_100000.wav	162190.857989344	162205.662518361	197041	211846	2017/3/2  10:03:17.858	14.805	20.4	28.0	10.0	22.5	26.4		Bm.Ant-B
111	Spectrogram 1	1	20170302_100000.wav	20170302_100000.wav	162258.976114184	162273.519079085	265159	279702	2017/3/2  10:04:25.976	14.543	20.7	28.7	10.0	22.5	26.4		Bm.Ant-B
112	Spectrogram 1	1	20170302_100000.wav	20170302_100000.wav	162420.018849247	162434.980316735	426202	441163	2017/3/2  10:07:06.019	14.961	21.5	28.1	11.4	23.4	26.4		Bm.Ant-B
113	Spectrogram 1	1	20170302_100000.wav	20170302_100000.wav	162766.019660333	162778.313173829	772203	784496	2017/3/2  10:12:52.020	12.294	19.1	27.8	10.0	19.5	27.3		Bm.Ant-B
114	Spectrogram 1	1	20170302_100000.wav	20170302_100000.wav	163544.805715791	163556.262224112	1550989	1562445	2017/3/2  10:25:50.806	11.457	20.0	28.5	8.9	22.5	26.4		Bm.Ant-B
115	Spectrogram 1	1	20170302_100000.wav	20170302_100000.wav	163619.620980672	163630.292796642	1625804	1636476	2017/3/2  10:27:05.621	10.672	21.1	27.6	8.5	21.5	26.4		Bm.Ant-B
116	Spectrogram 1	1	20170302_100000.wav	20170302_100000.wav	163753.283777273	163771.384014164	1759467	1777567	2017/3/2  10:29:19.284	18.1	20.4	27.6	14.9	21.5	26.4		Bm.Ant-B
117	Spectrogram 1	1	20170302_100000.wav	20170302_100000.wav	163895.380134366	163900.140601294	1901563	1906324	2017/3/2  10:31:41.380	4.76	20.7	28.1	3.4	21.5	26.4		Bm.Ant-B
118	Spectrogram 1	1	20170302_100000.wav	20170302_100000.wav	163940.369162476	163947.117516692	1946552	1953301	2017/3/2  10:32:26.369	6.748	21.7	28.9	5.7	22.5	27.3		Bm.Ant-B
119	Spectrogram 1	1	20170302_100000.wav	20170302_100000.wav	163988.827419588	164006.352215422	1995010	2012535	2017/3/2  10:33:15.827	17.525	17.0	28.7	10.6	19.5	26.4		Bm.Ant-B
120	Spectrogram 1	1	20170302_100000.wav	20170302_100000.wav	165095.390808369	165106.010311516	3101574	3112193	2017/3/2  10:51:41.391	10.62	16.3	28.0	7.9	18.6	26.4		Bm.Ant-B
121	Spectrogram 1	1	20170307_170000.wav	20170307_170000.wav	173014.3965763	173021.772684397	220988	228364	2017/3/7  17:03:40.397	7.376	19.1	27.8	5.7	19.5	26.4		Bm.Ant-B
122	Spectrogram 1	1	20170307_170000.wav	20170307_170000.wav	173079.398927823	173088.187482152	285990	294778	2017/3/7  17:04:45.399	8.789	19.8	28.0	6.9	21.5	26.4		Bm.Ant-B
123	Spectrogram 1	1	20170307_170000.wav	20170307_170000.wav	173665.985126143	173678.749455048	872576	885340	2017/3/7  17:14:32.985	12.764	21.1	27.6	10.6	22.5	26.4	Bm Ant-A	Bm.Ant-B
124	Spectrogram 1	1	20170307_170000.wav	20170307_170000.wav	173739.105060014	173746.533480934	945696	953124	2017/3/7  17:15:45.105	7.428	20.4	27.6	5.4	21.5	26.4		Bm.Ant-B
125	Spectrogram 1	1	20170307_170000.wav	20170307_170000.wav	173805.769195947	173813.406868161	1012360	1019998	2017/3/7  17:16:52.769	7.638	20.9	27.6	6.6	21.5	26.4		Bm.Ant-B
126	Spectrogram 1	1	20170307_170000.wav	20170307_170000.wav	173870.361466739	173882.184164824	1076952	1088775	2017/3/7  17:17:56.361	11.823	20.2	28.0	10.0	20.5	26.4		Bm.Ant-B
127	Spectrogram 1	1	20170307_170000.wav	20170307_170000.wav	173939.903316101	173947.645613962	1146494	1154237	2017/3/7  17:19:06.903	7.742	21.7	27.8	5.9	22.5	26.4		Bm.Ant-B
128	Spectrogram 1	1	20170307_170000.wav	20170307_170000.wav	174325.326620449	174332.074974666	1531918	1538666	2017/3/7  17:25:31.327	6.748	21.1	27.8	5.4	22.5	26.4		Bm.Ant-B
129	Spectrogram 1	1	20170307_170000.wav	20170307_170000.wav	174517.712691614	174530.16314358	1724304	1736754	2017/3/7  17:28:44.713	12.45	20.9	28.1	10.5	22.5	26.4		Bm.Ant-B
130	Spectrogram 1	1	20170307_170000.wav	20170307_170000.wav	174585.068708138	174597.78072422	1791660	1804372	2017/3/7  17:29:51.069	12.712	21.5	27.6	10.6	22.5	26.4		Bm.Ant-B
131	Spectrogram 1	1	20170307_170000.wav	20170307_170000.wav	174656.471825613	174664.266436297	1863063	1870857	2017/3/7  17:31:03.472	7.795	21.9	28.3	6.2	23.4	26.4		Bm.Ant-B
132	Spectrogram 1	1	20170307_170000.wav	20170307_170000.wav	174725.929079162	174734.717633491	1932520	1941309	2017/3/7  17:32:12.929	8.789	20.6	28.0	6.5	21.5	26.4		Bm.Ant-B
133	Spectrogram 1	1	20170307_170000.wav	20170307_170000.wav	174827.369648395	174836.41976684	2033961	2043011	2017/3/7  17:33:53.370	9.05	21.7	27.4	6.8	22.5	26.4		Bm.Ant-B
134	Spectrogram 1	1	20170307_170000.wav	20170307_170000.wav	175328.199809901	175336.308297526	2534791	2542899	2017/3/7  17:42:14.200	8.108	20.9	27.6	6.5	22.5	26.4		Bm.Ant-B
135	Spectrogram 1	1	20170307_170000.wav	20170307_170000.wav	175395.135868285	175402.407350736	2601727	2608998	2017/3/7  17:43:21.136	7.271	21.3	28.0	5.4	22.5	26.4		Bm.Ant-B
136	Spectrogram 1	1	20170307_170000.wav	20170307_170000.wav	175458.713767273	175474.198362995	2665305	2680789	2017/3/7  17:44:25.714	15.485	19.3	28.0	11.9	19.5	26.4		Bm.Ant-B
137	Spectrogram 1	1	20170307_170000.wav	20170307_170000.wav	175528.788814695	175543.959533476	2735380	2750551	2017/3/7  17:45:35.789	15.171	20.0	27.2	13.1	20.5	26.4		Bm.Ant-B
138	Spectrogram 1	1	20170307_170000.wav	20170307_170000.wav	175595.840296327	175605.77973277	2802431	2812371	2017/3/7  17:46:42.840	9.939	22.0	27.8	8.2	22.5	26.4		Bm.Ant-B
