Selection	View	Channel	Begin File	End File	Begin Time (s)	End Time (s)	Beg File Samp (samples)	End File Samp (samples)	Begin Date Time	Delta Time (s)	Low Freq (Hz)	High Freq (Hz)	Dur 90% (s)	Freq 5% (Hz)	Freq 95% (Hz)	From	Tags
15	Spectrogram 1	1	20161216_080000.wav	20161216_080000.wav	10519.142815954	10522.153672066	3319408	3322419	2016/12/16  8:55:19.143	3.011	39.2	75.4	2.3	41.0	71.3		Bm.D
16	Spectrogram 1	1	20161216_080000.wav	20161216_080000.wav	10607.947152054	10611.286465197	3408212	3411551	2016/12/16  8:56:48.947	3.339	37.2	69.2	2.5	40.0	63.5		Bm.D
17	Spectrogram 1	1	20161218_030000.wav	20161218_030000.wav	10864.84546338	10867.91106233	65253	68319	2016/12/18  3:01:05.845	3.066	25.3	61.5	2.2	25.4	53.7		Bm.D
18	Spectrogram 1	1	20161218_030000.wav	20161218_030000.wav	10956.150763935	10958.942648694	156559	159351	2016/12/18  3:02:36.151	2.792	29.4	66.0	2.2	31.2	60.5		Bm.D
19	Spectrogram 1	1	20161218_030000.wav	20161218_030000.wav	11203.037957436	11206.048813549	403446	406457	2016/12/18  3:06:43.038	3.011	28.0	67.8	2.3	30.3	59.6		Bm.D
20	Spectrogram 1	1	20161218_030000.wav	20161218_030000.wav	11319.892927217	11322.684811976	520301	523093	2016/12/18  3:08:40.893	2.792	32.5	64.5	2.2	34.2	58.6		Bm.D
21	Spectrogram 1	1	20161218_030000.wav	20161218_030000.wav	11449.822866639	11452.286294367	650231	652694	2016/12/18  3:10:50.823	2.463	36.8	64.1	2.0	38.1	61.5		Bm.D
22	Spectrogram 1	1	20161218_030000.wav	20161218_030000.wav	11668.075634278	11672.783518381	868484	873192	2016/12/18  3:14:28.076	4.708	34.7	67.2	3.7	37.1	61.5		Bm.D
23	Spectrogram 1	1	20161218_030000.wav	20161218_030000.wav	12125.786884795	12128.250312523	1326195	1328658	2016/12/18  3:22:06.787	2.463	36.8	62.7	1.7	39.1	60.5		Bm.D
24	Spectrogram 1	1	20161218_030000.wav	20161218_030000.wav	12395.394406149	12399.171661999	1595802	1599580	2016/12/18  3:26:35.394	3.777	31.0	63.7	2.9	32.2	58.6		Bm.D
25	Spectrogram 1	1	20161218_030000.wav	20161218_030000.wav	12623.88793731	12628.026126481	1824296	1828434	2016/12/18  3:30:24.888	4.138	36.8	65.5	3.1	39.1	62.5		Bm.D
26	Spectrogram 1	1	20161218_030000.wav	20161218_030000.wav	13353.633558512	13356.409279018	2554042	2556817	2016/12/18  3:42:34.634	2.776	41.9	67.6	2.0	43.0	63.5		Bm.D
27	Spectrogram 1	1	20161218_030000.wav	20161218_030000.wav	13435.50299949	13437.857076542	2635911	2638265	2016/12/18  3:43:55.503	2.354	33.5	62.6	1.7	35.2	57.6		Bm.D
28	Spectrogram 1	1	20161218_030000.wav	20161218_030000.wav	13763.248887417	13766.021467056	2963657	2966429	2016/12/18  3:49:23.249	2.773	32.2	66.5	2.2	33.2	60.5		Bm.D
29	Spectrogram 1	1	20161218_030000.wav	20161218_030000.wav	14008.981606589	14011.911124699	3209390	3212319	2016/12/18  3:53:29.982	2.93	32.0	64.1	2.5	34.2	58.6		Bm.D
30	Spectrogram 1	1	20161218_030000.wav	20161218_030000.wav	14247.244897761	14250.174415871	3447653	3450582	2016/12/18  3:57:27.245	2.93	33.0	63.7	2.2	34.2	58.6		Bm.D
31	Spectrogram 1	1	20161219_210000.wav	20161219_210000.wav	15341.767856252	15344.174246128	942319	944725	2016/12/19  21:15:42.768	2.406	50.4	78.3	1.8	52.7	76.2		Bm.D
32	Spectrogram 1	1	20161225_050000.wav	20161225_050000.wav	25758.669834087	25761.65166502	559608	562590	2016/12/25  5:09:19.670	2.982	50.7	76.3	2.6	50.8	72.3		Bm.D
33	Spectrogram 1	1	20161225_050000.wav	20161225_050000.wav	26617.594630566	26620.157958912	1418533	1421096	2016/12/25  5:23:38.595	2.563	36.9	66.1	2.0	37.1	63.5		Bm.D
34	Spectrogram 1	1	20161225_050000.wav	20161225_050000.wav	26768.144907436	26771.022112722	1569083	1571960	2016/12/25  5:26:09.145	2.877	47.4	75.0	2.2	48.8	71.3		Bm.D
35	Spectrogram 1	1	20161225_050000.wav	20161225_050000.wav	26746.121208791	26748.475285844	1547059	1549413	2016/12/25  5:25:47.121	2.354	45.6	72.8	2.0	46.9	71.3		Bm.D
36	Spectrogram 1	1	20161225_050000.wav	20161225_050000.wav	27206.377994921	27210.929210556	2007316	2011867	2016/12/25  5:33:27.378	4.551	26.7	60.0	3.7	28.3	55.7		Bm.D
37	Spectrogram 1	1	20161225_050000.wav	20161225_050000.wav	27295.474042627	27298.61281203	2096412	2099551	2016/12/25  5:34:56.474	3.139	55.0	75.7	2.6	57.6	74.2		Bm.D
38	Spectrogram 1	1	20161225_050000.wav	20161225_050000.wav	27968.520535285	27972.130120098	2769459	2773068	2016/12/25  5:46:09.521	3.61	54.4	77.0	2.8	55.7	74.2		Bm.D
39	Spectrogram 1	1	20161225_050000.wav	20161225_050000.wav	28757.969133536	28761.42177988	3558907	3562360	2016/12/25  5:59:18.969	3.453	52.2	79.6	2.8	53.7	77.1		Bm.D
40	Spectrogram 1	1	20161226_230000.wav	20161226_230000.wav	30104.95314399	30109.033544214	1306013	1310094	2016/12/26  23:21:46.953	4.08	39.6	68.7	3.2	41.0	65.4		Bm.D
41	Spectrogram 1	1	20161226_230000.wav	20161226_230000.wav	30110.289051975	30113.898636789	1311349	1314959	2016/12/26  23:21:51.289	3.61	39.8	68.0	2.6	42.0	63.5		Bm.D
42	Spectrogram 1	1	20161226_230000.wav	20161226_230000.wav	31319.808118172	31323.365390162	2520868	2524425	2016/12/26  23:42:00.808	3.557	37.6	67.4	2.0	41.0	62.5		Bm.D
43	Spectrogram 1	1	20161226_230000.wav	20161226_230000.wav	31652.459597612	31656.069182425	2853520	2857129	2016/12/26  23:47:33.460	3.61	40.6	69.1	2.2	43.0	61.5		Bm.D
44	Spectrogram 1	1	20161226_230000.wav	20161226_230000.wav	32264.125041356	32266.897620995	3465185	3467958	2016/12/26  23:57:45.125	2.773	35.6	63.1	2.0	39.1	59.6		Bm.D
45	Spectrogram 1	1	20170101_060000.wav	20170101_060000.wav	41459.534889348	41461.57508946	1861003	1863043	2017/1/1  6:31:01.535	2.04	37.0	67.8	1.1	39.1	60.5		Bm.D
46	Spectrogram 1	1	20170106_140000.wav	20170106_140000.wav	50412.935400784	50416.492672774	14811	18369	2017/1/6  14:00:14.935	3.557	29.4	66.5	2.8	31.2	63.5		Bm.D
47	Spectrogram 1	1	20170106_140000.wav	20170106_140000.wav	51396.92518542	51400.16858047	998801	1002045	2017/1/6  14:16:38.925	3.243	29.3	61.3	2.8	31.2	57.6		Bm.D
48	Spectrogram 1	1	20170106_140000.wav	20170106_140000.wav	51469.207441249	51473.39246712	1071083	1075268	2017/1/6  14:17:51.207	4.185	30.7	67.2	2.9	32.2	63.5		Bm.D
49	Spectrogram 1	1	20170106_140000.wav	20170106_140000.wav	52571.586202484	52574.672659063	2173462	2176549	2017/1/6  14:36:13.586	3.086	36.5	68.5	2.3	39.1	64.5		Bm.D
50	Spectrogram 1	1	20170106_140000.wav	20170106_140000.wav	52649.989278283	52652.761857922	2251865	2254638	2017/1/6  14:37:31.989	2.773	35.2	68.7	2.0	37.1	63.5		Bm.D
51	Spectrogram 1	1	20170106_140000.wav	20170106_140000.wav	52733.560525996	52736.699295399	2335437	2338575	2017/1/6  14:38:55.561	3.139	30.6	70.0	2.3	34.2	64.5		Bm.D
52	Spectrogram 1	1	20170106_140000.wav	20170106_140000.wav	53163.939380491	53166.031893427	2765815	2767908	2017/1/6  14:46:05.939	2.093	39.1	63.0	1.7	42.0	59.6		Bm.D
53	Spectrogram 1	1	20170106_140000.wav	20170106_140000.wav	53604.005449363	53606.987280296	3205881	3208863	2017/1/6  14:53:25.005	2.982	34.1	69.3	2.0	37.1	61.5		Bm.D
54	Spectrogram 1	1	20170106_140000.wav	20170106_140000.wav	53609.498295818	53612.794003691	3211374	3214670	2017/1/6  14:53:31.498	3.296	35.7	70.6	2.3	37.1	64.5		Bm.D
55	Spectrogram 1	1	20170106_140000.wav	20170106_140000.wav	53821.574746186	53825.49820794	3423451	3427374	2017/1/6  14:57:03.575	3.923	30.7	72.6	2.8	33.2	64.5		Bm.D
56	Spectrogram 1	1	20170113_160000.wav	20170113_160000.wav	67066.602364266	67068.537938731	2269008	2270944	2017/1/13  16:37:49.602	1.936	45.2	71.7	1.4	46.9	68.4		Bm.D
57	Spectrogram 1	1	20170118_230000.wav	20170118_230000.wav	76672.54539212	76676.154976933	1075359	1078969	2017/1/18  23:17:55.545	3.61	40.4	68.9	2.6	43.0	64.5		Bm.D
58	Spectrogram 1	1	20170118_230000.wav	20170118_230000.wav	76771.453350626	76773.441237915	1174267	1176255	2017/1/18  23:19:34.453	1.988	35.7	67.6	1.5	38.1	63.5		Bm.D
59	Spectrogram 1	1	20170118_230000.wav	20170118_230000.wav	76938.501908189	76940.437482654	1341316	1343251	2017/1/18  23:22:21.502	1.936	36.9	63.3	1.4	39.1	58.6		Bm.D
60	Spectrogram 1	1	20170118_230000.wav	20170118_230000.wav	76984.504621271	76986.440195736	1387319	1389254	2017/1/18  23:23:07.505	1.936	38.5	65.4	1.4	41.0	60.5		Bm.D
61	Spectrogram 1	1	20170118_230000.wav	20170118_230000.wav	77090.076557815	77093.267640042	1492891	1496082	2017/1/18  23:24:52.077	3.191	40.2	74.3	2.6	42.0	70.3		Bm.D
62	Spectrogram 1	1	20170118_230000.wav	20170118_230000.wav	77372.416041146	77375.554810549	1775230	1778369	2017/1/18  23:29:35.416	3.139	40.4	72.4	2.5	43.0	70.3		Bm.D
63	Spectrogram 1	1	20170124_060000.wav	20170124_060000.wav	87389.256575952	87391.924529945	992500	995168	2017/1/24  6:16:32.257	2.668	35.0	59.8	2.2	36.1	58.6		Bm.D
64	Spectrogram 1	1	20170124_060000.wav	20170124_060000.wav	87512.803256313	87515.105020542	1116046	1118348	2017/1/24  6:18:36.803	2.302	36.7	63.9	1.7	38.1	58.6		Bm.D
65	Spectrogram 1	1	20170124_060000.wav	20170124_060000.wav	87638.997133056	87641.978963989	1242240	1245222	2017/1/24  6:20:42.997	2.982	47.4	74.6	2.3	49.8	72.3		Bm.D
66	Spectrogram 1	1	20170124_060000.wav	20170124_060000.wav	87811.401230114	87814.958502104	1414644	1418202	2017/1/24  6:23:34.401	3.557	36.9	73.3	2.9	39.1	71.3		Bm.D
67	Spectrogram 1	1	20170124_060000.wav	20170124_060000.wav	88112.10088021	88113.984141852	1715344	1717227	2017/1/24  6:28:35.101	1.883	54.6	80.6	1.5	55.7	78.1		Bm.D
68	Spectrogram 1	1	20170124_060000.wav	20170124_060000.wav	88115.81509067	88118.221480546	1719058	1721464	2017/1/24  6:28:39.815	2.406	54.1	77.8	1.8	56.6	75.2		Bm.D
69	Spectrogram 1	1	20170124_060000.wav	20170124_060000.wav	88130.201117101	88131.770501802	1733444	1735014	2017/1/24  6:28:53.201	1.569	57.6	80.6	1.1	59.6	78.1		Bm.D
70	Spectrogram 1	1	20170124_060000.wav	20170124_060000.wav	88187.274407413	88189.262294701	1790517	1792505	2017/1/24  6:29:50.274	1.988	54.6	84.1	1.5	57.6	82.0		Bm.D
71	Spectrogram 1	1	20170124_060000.wav	20170124_060000.wav	88457.173000462	88458.84701081	2060416	2062090	2017/1/24  6:34:20.173	1.674	32.8	62.6	1.4	35.2	59.6		Bm.D
72	Spectrogram 1	1	20170127_190000.wav	20170127_190000.wav	93789.440792948	93793.050377762	192949	196558	2017/1/27  19:03:12.441	3.61	60.0	75.0	2.8	60.5	74.2		Bm.D
73	Spectrogram 1	1	20170127_190000.wav	20170127_190000.wav	93838.719472576	93842.7998728	242227	246308	2017/1/27  19:04:02.719	4.08	54.8	74.8	3.1	56.6	72.3		Bm.D
74	Spectrogram 1	1	20170127_190000.wav	20170127_190000.wav	93850.131087373	93853.688359363	253639	257196	2017/1/27  19:04:13.131	3.557	52.0	82.2	2.8	53.7	80.1		Bm.D
75	Spectrogram 1	1	20170127_190000.wav	20170127_190000.wav	93891.51053067	93895.329366777	295019	298837	2017/1/27  19:04:55.511	3.819	52.6	74.6	3.2	53.7	72.3		Bm.D
76	Spectrogram 1	1	20170127_190000.wav	20170127_190000.wav	94009.438390813	94013.41416539	412946	416922	2017/1/27  19:06:52.438	3.976	46.5	67.4	3.1	47.9	65.4		Bm.D
77	Spectrogram 1	1	20170127_190000.wav	20170127_190000.wav	94251.552018397	94254.795413446	655060	658303	2017/1/27  19:10:55.552	3.243	50.7	78.3	2.8	50.8	76.2		Bm.D
78	Spectrogram 1	1	20170127_190000.wav	20170127_190000.wav	94802.818652803	94804.701914445	1206327	1208210	2017/1/27  19:20:06.819	1.883	36.3	64.6	1.5	38.1	63.5		Bm.D
79	Spectrogram 1	1	20170127_190000.wav	20170127_190000.wav	95166.712591871	95168.438915043	1570221	1571947	2017/1/27  19:26:10.713	1.726	30.7	58.1	1.4	31.2	55.7		Bm.D
80	Spectrogram 1	1	20170127_190000.wav	20170127_190000.wav	95320.567630157	95323.86333803	1724076	1727371	2017/1/27  19:28:44.568	3.296	37.0	71.7	2.6	40.0	66.4		Bm.D
81	Spectrogram 1	1	20170127_190000.wav	20170127_190000.wav	95328.257615194	95331.239446127	1731766	1734747	2017/1/27  19:28:51.258	2.982	33.5	68.7	2.5	35.2	65.4		Bm.D
82	Spectrogram 1	1	20170127_190000.wav	20170127_190000.wav	95514.88916597	95517.243243023	1918397	1920751	2017/1/27  19:31:58.889	2.354	33.7	62.8	2.0	35.2	59.6		Bm.D
83	Spectrogram 1	1	20170127_190000.wav	20170127_190000.wav	95522.369899714	95526.188735821	1925878	1929697	2017/1/27  19:32:05.370	3.819	31.3	65.4	3.1	33.2	60.5		Bm.D
84	Spectrogram 1	1	20170127_190000.wav	20170127_190000.wav	95656.775873445	95661.170150609	2060284	2064678	2017/1/27  19:34:20.776	4.394	34.3	67.2	3.5	36.1	62.5		Bm.D
85	Spectrogram 1	1	20170127_190000.wav	20170127_190000.wav	95663.524227661	95665.930617537	2067032	2069439	2017/1/27  19:34:27.524	2.406	25.9	60.0	1.8	27.3	53.7		Bm.D
86	Spectrogram 1	1	20170127_190000.wav	20170127_190000.wav	95785.919916091	95788.06474185	2189428	2191573	2017/1/27  19:36:29.920	2.145	35.9	62.8	1.8	37.1	60.5		Bm.D
87	Spectrogram 1	1	20170127_190000.wav	20170127_190000.wav	95794.289967832	95796.644044885	2197798	2200152	2017/1/27  19:36:37.290	2.354	43.1	66.5	1.8	44.9	63.5		Bm.D
88	Spectrogram 1	1	20170127_190000.wav	20170127_190000.wav	96701.602313008	96704.898020881	3105110	3108406	2017/1/27  19:51:45.602	3.296	36.3	66.7	2.2	38.1	60.5		Bm.D
89	Spectrogram 1	1	20170127_190000.wav	20170127_190000.wav	96708.141415931	96710.547805807	3111649	3114056	2017/1/27  19:51:51.141	2.406	40.0	63.9	1.8	41.0	61.5		Bm.D
90	Spectrogram 1	1	20170127_190000.wav	20170127_190000.wav	96732.728442921	96736.390340558	3136236	3139898	2017/1/27  19:52:16.728	3.662	30.7	70.0	2.6	33.2	64.5		Bm.D
91	Spectrogram 1	1	20170127_190000.wav	20170127_190000.wav	96841.83442201	96844.920878589	3245342	3248429	2017/1/27  19:54:05.834	3.086	30.2	69.1	2.5	32.2	63.5		Bm.D
92	Spectrogram 1	1	20170127_190000.wav	20170127_190000.wav	96855.017253503	96857.266704908	3258525	3260775	2017/1/27  19:54:18.017	2.249	31.3	65.7	1.7	33.2	62.5		Bm.D
93	Spectrogram 1	1	20170127_190000.wav	20170127_190000.wav	96859.516156314	96861.713294896	3263024	3265221	2017/1/27  19:54:23.516	2.197	24.1	42.4	1.5	24.4	40.0		Bm.D
94	Spectrogram 1	1	20170127_190000.wav	20170127_190000.wav	96979.28584524	96982.37230182	3382794	3385880	2017/1/27  19:56:22.286	3.086	28.0	67.4	2.6	29.3	63.5		Bm.D
95	Spectrogram 1	1	20170129_140000.wav	20170129_140000.wav	97302.16656502	97305.462272893	105818	109113	2017/1/29  14:01:45.167	3.296	27.4	66.5	2.8	31.2	63.5		Bm.D
96	Spectrogram 1	1	20170129_140000.wav	20170129_140000.wav	97782.721227901	97786.226187068	586372	589877	2017/1/29  14:09:46.721	3.505	43.0	71.5	3.1	44.9	68.4		Bm.D
97	Spectrogram 1	1	20170129_140000.wav	20170129_140000.wav	97846.873730354	97849.698622816	650525	653350	2017/1/29  14:10:50.874	2.825	43.1	74.4	2.6	44.9	71.3		Bm.D
98	Spectrogram 1	1	20170129_140000.wav	20170129_140000.wav	98359.612037315	98361.966114367	1163263	1165617	2017/1/29  14:19:23.612	2.354	31.9	51.9	1.7	33.2	49.8		Bm.D
99	Spectrogram 1	1	20170129_140000.wav	20170129_140000.wav	98825.351490258	98827.967131427	1629002	1631618	2017/1/29  14:27:09.351	2.616	38.7	70.2	2.2	42.0	65.4		Bm.D
100	Spectrogram 1	1	20170129_140000.wav	20170129_140000.wav	99122.70413594	99125.110525816	1926355	1928762	2017/1/29  14:32:06.704	2.406	48.5	76.5	1.7	49.8	73.2		Bm.D
101	Spectrogram 1	1	20170129_140000.wav	20170129_140000.wav	99140.752060008	99142.687634473	1944403	1946339	2017/1/29  14:32:24.752	1.936	49.3	72.4	1.5	50.8	69.3		Bm.D
102	Spectrogram 1	1	20170202_030000.wav	20170202_030000.wav	104453.216274789	104454.942597961	57153	58880	2017/2/2  3:00:57.216	1.726	31.1	56.7	1.4	32.2	54.7		Bm.D
103	Spectrogram 1	1	20170202_030000.wav	20170202_030000.wav	104496.318216586	104498.567667991	100255	102505	2017/2/2  3:01:40.318	2.249	40.4	62.8	1.7	42.0	60.5		Bm.D
104	Spectrogram 1	1	20170202_030000.wav	20170202_030000.wav	104533.564946835	104536.180588004	137502	140118	2017/2/2  3:02:17.565	2.616	34.8	63.5	2.2	36.1	61.5		Bm.D
105	Spectrogram 1	1	20170202_030000.wav	20170202_030000.wav	104599.162487606	104600.836497954	203099	204773	2017/2/2  3:03:23.162	1.674	46.1	64.4	1.2	46.9	62.5		Bm.D
106	Spectrogram 1	1	20170203_210000.wav	20170203_210000.wav	110685.55717212	110688.015874819	2689637	2692096	2017/2/3  21:44:49.557	2.459	54.6	84.6	1.8	55.7	80.1		Bm.D
107	Spectrogram 1	1	20170203_210000.wav	20170203_210000.wav	111357.556900168	111359.178597693	3361637	3363259	2017/2/3  21:56:01.557	1.622	55.2	83.9	1.2	56.6	81.1		Bm.D
108	Spectrogram 1	1	20170205_150000.wav	20170205_150000.wav	111733.732559363	111735.511195358	137956	139734	2017/2/5  15:02:17.733	1.779	34.1	67.6	1.4	34.2	64.5		Bm.D
109	Spectrogram 1	1	20170205_150000.wav	20170205_150000.wav	113362.696942106	113363.795511397	1766920	1768019	2017/2/5  15:29:26.697	1.099	37.4	61.3	0.6	39.1	58.6		Bm.D
110	Spectrogram 1	1	20170207_100000.wav	20170207_100000.wav	116797.103691731	116800.817902191	1601449	1605163	2017/2/7  10:26:41.104	3.714	33.1	65.9	2.9	35.2	61.5		Bm.D
111	Spectrogram 1	1	20170207_100000.wav	20170207_100000.wav	116910.795311827	116913.881768407	1715140	1718227	2017/2/7  10:28:35.795	3.086	32.0	60.4	2.3	33.2	58.6		Bm.D
112	Spectrogram 1	1	20170207_100000.wav	20170207_100000.wav	116948.730036222	116951.659554331	1753075	1756005	2017/2/7  10:29:13.730	2.93	35.7	68.3	2.5	37.1	64.5		Bm.D
113	Spectrogram 1	1	20170207_100000.wav	20170207_100000.wav	116967.40571417	116970.544483573	1771751	1774889	2017/2/7  10:29:31.406	3.139	32.4	64.1	2.5	34.2	61.5		Bm.D
114	Spectrogram 1	1	20170207_100000.wav	20170207_100000.wav	116987.441525526	116990.214105165	1791787	1794559	2017/2/7  10:29:51.442	2.773	36.3	64.1	2.3	38.1	60.5		Bm.D
115	Spectrogram 1	1	20170207_100000.wav	20170207_100000.wav	117043.820284722	117046.802115655	1848165	1851147	2017/2/7  10:30:48.820	2.982	33.1	63.0	2.3	34.2	59.6		Bm.D
116	Spectrogram 1	1	20170207_100000.wav	20170207_100000.wav	117058.310936799	117060.874265145	1862656	1865219	2017/2/7  10:31:02.311	2.563	34.8	62.8	2.2	36.1	60.5		Bm.D
117	Spectrogram 1	1	20170207_100000.wav	20170207_100000.wav	117124.346481259	117126.438994194	1928691	1930784	2017/2/7  10:32:08.346	2.093	39.3	65.0	1.7	41.0	62.5		Bm.D
118	Spectrogram 1	1	20170207_100000.wav	20170207_100000.wav	117729.839011844	117733.762473598	2534184	2538107	2017/2/7  10:42:14.839	3.923	44.6	70.0	3.2	45.9	67.4		Bm.D
119	Spectrogram 1	1	20170207_100000.wav	20170207_100000.wav	118320.28755264	118322.903193809	3124633	3127248	2017/2/7  10:52:04.288	2.616	36.7	63.0	1.8	39.1	59.6		Bm.D
120	Spectrogram 1	1	20170212_170000.wav	20170212_170000.wav	126962.828928642	126966.020010868	967603	970794	2017/2/12  17:16:07.829	3.191	35.2	61.7	2.6	37.1	59.6		Bm.D
121	Spectrogram 1	1	20170212_170000.wav	20170212_170000.wav	126994.268935496	126997.930833133	999043	1002705	2017/2/12  17:16:39.269	3.662	36.3	70.4	3.4	38.1	68.4		Bm.D
122	Spectrogram 1	1	20170212_170000.wav	20170212_170000.wav	127227.070427283	127231.255453154	1231844	1236029	2017/2/12  17:20:31.070	4.185	45.7	71.3	3.7	45.9	69.3		Bm.D
123	Spectrogram 1	1	20170216_060000.wav	20170216_060000.wav	136631.627861818	136633.720374754	3436688	3438780	2017/2/16  6:57:16.628	2.093	55.6	83.5	1.7	57.6	80.1		Bm.D
124	Spectrogram 1	1	20170219_190000.wav	20170219_190000.wav	140622.123985536	140624.059560001	227470	229406	2017/2/19  19:03:47.124	1.936	39.3	77.8	1.4	41.0	72.3		Bm.D
125	Spectrogram 1	1	20170219_190000.wav	20170219_190000.wav	140688.098946315	140690.714587484	293445	296061	2017/2/19  19:04:53.099	2.616	48.9	90.4	1.8	50.8	85.9		Bm.D
126	Spectrogram 1	1	20170219_190000.wav	20170219_190000.wav	140748.528212219	140751.405417505	353874	356751	2017/2/19  19:05:53.528	2.877	38.5	76.5	2.0	41.0	66.4		Bm.D
127	Spectrogram 1	1	20170219_190000.wav	20170219_190000.wav	140851.652669445	140853.692869557	456999	459039	2017/2/19  19:07:36.653	2.04	36.3	80.2	1.2	40.0	69.3		Bm.D
128	Spectrogram 1	1	20170219_190000.wav	20170219_190000.wav	140879.901594073	140881.575604421	485248	486922	2017/2/19  19:08:05.902	1.674	39.1	70.7	1.1	43.0	64.5		Bm.D
129	Spectrogram 1	1	20170219_190000.wav	20170219_190000.wav	140953.061491285	140956.043322218	558407	561389	2017/2/19  19:09:18.061	2.982	45.4	90.0	2.5	46.9	85.9		Bm.D
130	Spectrogram 1	1	20170219_190000.wav	20170219_190000.wav	141024.089420363	141026.809687179	629435	632156	2017/2/19  19:10:29.089	2.72	35.4	83.0	2.2	38.1	72.3		Bm.D
131	Spectrogram 1	1	20170219_190000.wav	20170219_190000.wav	141166.163385602	141168.831339595	771509	774177	2017/2/19  19:12:51.163	2.668	47.4	88.7	1.8	51.8	81.1		Bm.D
132	Spectrogram 1	1	20170219_190000.wav	20170219_190000.wav	141249.956261544	141251.734897539	855302	857081	2017/2/19  19:14:15.956	1.779	46.9	81.5	1.2	48.8	75.2		Bm.D
133	Spectrogram 1	1	20170219_190000.wav	20170219_190000.wav	141267.990737483	141269.769373478	873337	875115	2017/2/19  19:14:33.991	1.779	50.2	77.0	1.1	50.8	74.2		Bm.D
134	Spectrogram 1	1	20170219_190000.wav	20170219_190000.wav	141293.728646588	141295.7688467	899075	901115	2017/2/19  19:14:59.729	2.04	53.7	84.8	1.2	55.7	77.1		Bm.D
135	Spectrogram 1	1	20170219_190000.wav	20170219_190000.wav	141314.549150295	141317.007852994	919895	922354	2017/2/19  19:15:19.549	2.459	46.9	88.7	1.5	49.8	84.0		Bm.D
136	Spectrogram 1	1	20170219_190000.wav	20170219_190000.wav	141359.596729519	141361.793868101	964943	967140	2017/2/19  19:16:04.597	2.197	36.7	74.8	1.5	40.0	66.4		Bm.D
138	Spectrogram 1	1	20170219_190000.wav	20170219_190000.wav	141852.644704809	141854.789530568	1457991	1460136	2017/2/19  19:24:17.645	2.145	41.1	69.6	1.7	42.0	64.5		Bm.D
139	Spectrogram 1	1	20170221_130000.wav	20170221_130000.wav	144030.37879304	144032.732870093	35868	38222	2017/2/21  13:00:35.379	2.354	51.7	96.7	2.0	51.8	89.8		Bm.D
