Selection	View	Channel	Begin File	End File	Begin Time (s)	End Time (s)	Beg File Samp (samples)	End File Samp (samples)	Begin Date Time	Delta Time (s)	Low Freq (Hz)	High Freq (Hz)	Dur 90% (s)	Freq 5% (Hz)	Freq 95% (Hz)	From	Tags
48	Spectrogram 1	1	20170302_100000.wav	20170302_100000.wav	164534.360909175	164551.153325481	2540544	2557336	2017/3/2  10:42:20.361	16.792	16.3	28.0	12.6	18.6	26.4		Bm.Ant-Z
49	Spectrogram 1	1	20170219_190000.wav	20170219_190000.wav	143298.534966628	143314.490377761	2903881	2919836	2017/2/19  19:48:23.535	15.955	16.3	28.0	13.1	16.6	26.4		Bm.Ant-Z
50	Spectrogram 1	1	20170420_220000.wav	20170420_220000.wav	266359.519759713	266371.760960385	3569623	3581864	2017/4/20  22:59:29.520	12.241	15.9	28.0	10.3	17.6	26.4		Bm.Ant-Z
51	Spectrogram 1	1	20170420_220000.wav	20170420_220000.wav	266023.875143597	266039.098175201	3233978	3249201	2017/4/20  22:53:53.875	15.223	16.4	28.0	11.5	17.6	26.4		Bm.Ant-Z
52	Spectrogram 1	1	20170420_220000.wav	20170420_220000.wav	264180.122431207	264198.170355275	1390225	1408273	2017/4/20  22:23:10.122	18.048	16.4	28.0	13.9	17.6	26.4		Bm.Ant-Z
53	Spectrogram 1	1	20170503_070000.wav	20170503_070000.wav	288944.000471883	288953.730657033	955062	964793	2017/5/3  7:15:55.000	9.73	16.8	28.0	8.6	17.6	26.4		Bm.Ant-Z
54	Spectrogram 1	1	20170515_170000.wav	20170515_170000.wav	313211.05579066	313221.989170747	23056	33989	2017/5/15  17:00:23.056	10.933	16.2	28.0	8.5	17.6	26.4		Bm.Ant-Z
55	Spectrogram 1	1	20170521_000000.wav	20170521_000000.wav	324498.577682507	324510.505006239	511007	522934	2017/5/21  0:08:31.578	11.927	15.9	28.0	8.8	17.6	26.4		Bm.Ant-Z
56	Spectrogram 1	1	20170521_000000.wav	20170521_000000.wav	326390.470130308	326405.902413206	2402899	2418331	2017/5/21  0:40:02.470	15.432	16.2	28.0	10.8	17.6	26.4		Bm.Ant-Z
57	Spectrogram 1	1	20170420_220000.wav	20170420_220000.wav	263913.393544814	263930.604463708	1123497	1140707	2017/4/20  22:18:43.394	17.211	17.0	28.0	13.6	17.6	26.4		Bm.Ant-Z
58	Spectrogram 1	1	20170420_220000.wav	20170420_220000.wav	264113.457896949	264130.511877372	1323561	1340615	2017/4/20  22:22:03.458	17.054	16.0	28.0	12.9	17.6	26.4		Bm.Ant-Z
59	Spectrogram 1	1	20170503_070000.wav	20170503_070000.wav	289544.96327222	289557.832226773	1556025	1568894	2017/5/3  7:25:56.963	12.869	16.6	28.0	10.3	17.6	26.4		Bm.Ant-Z
60	Spectrogram 1	1	20170330_170000.wav	20170330_170000.wav	220200.876303032	220214.582262759	609305	623011	2017/3/30  17:10:09.876	13.706	17.3	28.0	10.6	18.6	26.4		Bm.Ant-Z
61	Spectrogram 1	1	20170226_210000.wav	20170226_210000.wav	156862.846796191	156871.739976166	2068744	2077637	2017/2/26  21:34:28.847	8.893	16.7	28.1	7.2	17.6	26.4		Bm.Ant-Z
62	Spectrogram 1	1	20170302_100000.wav	20170302_100000.wav	165466.814415702	165485.542406473	3472997	3491725	2017/3/2  10:57:52.814	18.728	16.3	28.1	10.9	18.6	26.4		Bm.Ant-Z
63	Spectrogram 1	1	20170302_100000.wav	20170302_100000.wav	164125.398866871	164143.394478115	2131582	2149577	2017/3/2  10:35:31.399	17.996	16.3	28.1	10.3	19.5	26.4		Bm.Ant-Z
64	Spectrogram 1	1	20170302_100000.wav	20170302_100000.wav	164941.535261941	164960.472504006	2947718	2966656	2017/3/2  10:49:07.535	18.937	15.7	28.1	13.1	18.6	26.4		Bm.Ant-Z
65	Spectrogram 1	1	20170302_100000.wav	20170302_100000.wav	164329.671144871	164357.449254088	2335854	2363632	2017/3/2  10:38:55.671	27.778	16.5	28.1	20.5	18.6	26.4		Bm.Ant-Z
66	Spectrogram 1	1	20170302_100000.wav	20170302_100000.wav	165533.708670357	165550.396461016	3539892	3556579	2017/3/2  10:58:59.709	16.688	16.1	28.1	10.6	18.6	26.4		Bm.Ant-Z
67	Spectrogram 1	1	20170302_100000.wav	20170302_100000.wav	165552.122784188	165566.508810619	3558306	3572692	2017/3/2  10:59:18.123	14.386	17.6	28.1	10.0	19.5	26.4		Bm.Ant-Z
68	Spectrogram 1	1	20170302_100000.wav	20170302_100000.wav	164961.15257071	164978.049612663	2967336	2984233	2017/3/2  10:49:27.153	16.897	16.1	28.1	10.8	18.6	26.4		Bm.Ant-Z
69	Spectrogram 1	1	20170302_100000.wav	20170302_100000.wav	164080.487303781	164095.553396916	2086670	2101736	2017/3/2  10:34:46.487	15.066	17.4	28.1	11.7	18.6	26.4		Bm.Ant-Z
70	Spectrogram 1	1	20170302_100000.wav	20170302_100000.wav	165400.599939243	165414.985965674	3406783	3421169	2017/3/2  10:56:46.600	14.386	16.3	28.1	9.7	18.6	26.4		Bm.Ant-Z
71	Spectrogram 1	1	20170302_100000.wav	20170302_100000.wav	164878.448029508	164907.900149073	2884631	2914083	2017/3/2  10:48:04.448	29.452	15.7	28.1	22.9	17.6	26.4		Bm.Ant-Z
72	Spectrogram 1	1	20170503_070000.wav	20170503_070000.wav	289073.866425906	289081.922600707	1084928	1092985	2017/5/3  7:18:04.866	8.056	17.5	28.2	6.2	17.6	26.4		Bm.Ant-Z
73	Spectrogram 1	1	20170503_070000.wav	20170503_070000.wav	288476.063962721	288484.120137522	487126	495182	2017/5/3  7:08:07.064	8.056	16.6	28.2	7.1	17.6	26.4		Bm.Ant-Z
74	Spectrogram 1	1	20170521_000000.wav	20170521_000000.wav	326001.426663178	326015.446499845	2013856	2027875	2017/5/21  0:33:33.427	14.02	16.6	28.2	9.1	18.6	26.4		Bm.Ant-Z
75	Spectrogram 1	1	20170515_170000.wav	20170515_170000.wav	315500.649341779	315515.924686207	2312649	2327925	2017/5/15  17:38:32.649	15.275	16.8	28.2	9.5	18.6	26.4		Bm.Ant-Z
76	Spectrogram 1	1	20170420_220000.wav	20170420_220000.wav	265373.960480558	265385.626240173	2584063	2595729	2017/4/20  22:43:04.960	11.666	16.0	28.2	9.2	17.6	26.4		Bm.Ant-Z
77	Spectrogram 1	1	20170521_000000.wav	20170521_000000.wav	324302.509999832	324319.093164845	314939	331522	2017/5/21  0:05:14.510	16.583	16.6	28.2	10.8	17.6	26.4		Bm.Ant-Z
78	Spectrogram 1	1	20170521_000000.wav	20170521_000000.wav	324629.259211226	324644.900745418	641688	657330	2017/5/21  0:10:41.259	15.642	16.2	28.2	11.1	17.6	26.4		Bm.Ant-Z
79	Spectrogram 1	1	20170521_000000.wav	20170521_000000.wav	324696.562242058	324710.163576138	708991	722593	2017/5/21  0:11:48.562	13.601	15.7	28.2	8.9	18.6	26.4		Bm.Ant-Z
80	Spectrogram 1	1	20170420_220000.wav	20170420_220000.wav	263090.456139288	263101.808021962	300559	311911	2017/4/20  22:05:00.456	11.352	16.8	28.2	7.9	18.6	26.4		Bm.Ant-Z
81	Spectrogram 1	1	20170521_000000.wav	20170521_000000.wav	324896.220866866	324909.769888123	908650	922199	2017/5/21  0:15:08.221	13.549	15.3	28.2	8.8	17.6	26.4		Bm.Ant-Z
82	Spectrogram 1	1	20170330_170000.wav	20170330_170000.wav	220588.224658787	220600.884362046	996654	1009313	2017/3/30  17:16:36.225	12.66	16.3	28.2	9.7	17.6	26.4		Bm.Ant-Z
83	Spectrogram 1	1	20170403_060000.wav	20170403_060000.wav	228369.737556976	228380.827875533	1578432	1589522	2017/4/3  6:26:18.738	11.09	15.2	28.2	9.5	16.6	26.4		Bm.Ant-Z
84	Spectrogram 1	1	20170330_170000.wav	20170330_170000.wav	223082.362121849	223097.480527807	3490791	3505910	2017/3/30  17:58:10.362	15.118	16.2	28.2	12.8	17.6	26.4		Bm.Ant-Z
85	Spectrogram 1	1	20170302_100000.wav	20170302_100000.wav	164144.440734583	164158.722135367	2150624	2164905	2017/3/2  10:35:50.441	14.281	17.0	28.3	11.5	18.6	26.4		Bm.Ant-Z
86	Spectrogram 1	1	20170302_100000.wav	20170302_100000.wav	164056.423405024	164076.511529204	2062606	2082695	2017/3/2  10:34:22.423	20.088	17.0	28.3	11.2	18.6	26.4		Bm.Ant-Z
87	Spectrogram 1	1	20170302_100000.wav	20170302_100000.wav	165266.549357674	165282.24320469	3272732	3288426	2017/3/2  10:54:32.549	15.694	15.9	28.3	9.9	18.6	26.4		Bm.Ant-Z
88	Spectrogram 1	1	20170302_100000.wav	20170302_100000.wav	164210.143100044	164225.470757295	2216326	2231654	2017/3/2  10:36:56.143	15.328	17.0	28.3	12.0	17.6	26.4		Bm.Ant-Z
89	Spectrogram 1	1	20170420_220000.wav	20170420_220000.wav	263980.894685922	263997.739415052	1190998	1207842	2017/4/20  22:19:50.895	16.845	16.4	28.4	12.8	17.6	26.4		Bm.Ant-Z
90	Spectrogram 1	1	20170521_000000.wav	20170521_000000.wav	325129.683700315	325147.417747442	1142113	1159847	2017/5/21  0:19:02.684	17.734	16.6	28.4	14.5	17.6	26.4		Bm.Ant-Z
91	Spectrogram 1	1	20170521_000000.wav	20170521_000000.wav	324764.722527534	324777.95767185	777152	790387	2017/5/21  0:12:57.723	13.235	16.8	28.4	9.2	18.6	26.4		Bm.Ant-Z
92	Spectrogram 1	1	20170521_000000.wav	20170521_000000.wav	325005.738258694	325020.438162064	1018167	1032867	2017/5/21  0:16:58.738	14.7	16.4	28.4	11.2	17.6	26.4		Bm.Ant-Z
93	Spectrogram 1	1	20170521_000000.wav	20170521_000000.wav	325069.262389306	325082.602159269	1081691	1095031	2017/5/21  0:18:01.262	13.34	16.2	28.4	10.0	17.6	26.4		Bm.Ant-Z
94	Spectrogram 1	1	20170420_220000.wav	20170420_220000.wav	263363.12950927	263377.306284407	573233	587409	2017/4/20  22:09:33.130	14.177	17.0	28.4	11.2	18.6	26.4		Bm.Ant-Z
95	Spectrogram 1	1	20170521_000000.wav	20170521_000000.wav	324044.326746332	324058.608147116	56756	71037	2017/5/21  0:00:56.327	14.281	15.9	28.4	10.6	17.6	26.4		Bm.Ant-Z
96	Spectrogram 1	1	20170302_100000.wav	20170302_100000.wav	165334.710933976	165352.183416986	3340894	3358366	2017/3/2  10:55:40.711	17.472	16.9	28.5	11.4	18.6	26.4		Bm.Ant-Z
97	Spectrogram 1	1	20170302_100000.wav	20170302_100000.wav	164598.451935444	164614.77353634	2604635	2620957	2017/3/2  10:43:24.452	16.322	16.9	28.5	13.2	18.6	26.4		Bm.Ant-Z
98	Spectrogram 1	1	20170302_100000.wav	20170302_100000.wav	164690.131162639	164706.295825065	2696314	2712479	2017/3/2  10:44:56.131	16.165	16.7	28.5	12.2	18.6	26.4		Bm.Ant-Z
99	Spectrogram 1	1	20170302_100000.wav	20170302_100000.wav	164407.551092437	164423.820380509	2413734	2430003	2017/3/2  10:40:13.551	16.269	16.9	28.5	12.2	18.6	26.4		Bm.Ant-Z
100	Spectrogram 1	1	20170420_220000.wav	20170420_220000.wav	263429.584284093	263450.509413446	639687	660612	2017/4/20  22:10:39.584	20.925	16.6	28.6	17.9	17.6	26.4		Bm.Ant-Z
101	Spectrogram 1	1	20170521_000000.wav	20170521_000000.wav	325393.12694866	325410.28555473	1405556	1422715	2017/5/21  0:23:25.127	17.159	16.4	28.6	11.2	17.6	26.4		Bm.Ant-Z
102	Spectrogram 1	1	20170419_040000.wav	20170419_040000.wav	259478.654253723	259490.581577454	288614	300542	2017/4/19  4:04:48.654	11.927	17.3	28.6	9.5	18.6	26.4		Bm.Ant-Z
103	Spectrogram 1	1	20170302_100000.wav	20170302_100000.wav	164826.190787432	164842.721639622	2832374	2848905	2017/3/2  10:47:12.191	16.531	16.5	28.7	10.9	18.6	26.4		Bm.Ant-Z
104	Spectrogram 1	1	20170521_000000.wav	20170521_000000.wav	324111.345780012	324125.941057737	123775	138370	2017/5/21  0:02:03.346	14.595	16.0	28.8	11.5	17.6	26.4		Bm.Ant-Z
105	Spectrogram 1	1	20170521_000000.wav	20170521_000000.wav	326326.441994829	326340.880334083	2338871	2353309	2017/5/21  0:38:58.442	14.438	15.9	28.8	10.2	17.6	26.4		Bm.Ant-Z
106	Spectrogram 1	1	20170521_000000.wav	20170521_000000.wav	324565.179271066	324580.297677024	577608	592727	2017/5/21  0:09:37.179	15.118	16.0	28.8	11.5	17.6	26.4		Bm.Ant-Z
107	Spectrogram 1	1	20170403_060000.wav	20170403_060000.wav	228437.490590699	228448.79016055	1646185	1657484	2017/4/3  6:27:26.491	11.3	16.2	28.8	9.9	17.6	27.3	Bm Ant-A	Bm.Ant-Z
108	Spectrogram 1	1	20170302_100000.wav	20170302_100000.wav	164192.095175976	164209.61997181	2198278	2215803	2017/3/2  10:36:38.095	17.525	16.5	28.9	9.9	19.5	26.4		Bm.Ant-Z
109	Spectrogram 1	1	20170302_100000.wav	20170302_100000.wav	164553.76896665	164572.863147185	2559952	2579046	2017/3/2  10:42:39.769	19.094	15.9	29.1	14.2	17.6	26.4		Bm.Ant-Z
110	Spectrogram 1	1	20170405_000000.wav	20170405_000000.wav	230530.124449365	230536.820490758	138961	145657	2017/4/5  0:02:18.124	6.696	17.3	29.2	5.7	17.6	26.4		Bm.Ant-Z
111	Spectrogram 1	1	20170911_050000.wav	20170911_050000.wav	554398.367524834	554412.753551265	271938	286324	2017/9/11  5:04:31.368	14.386	15.9	27.3	12.0	17.6	26.4		Bm.Ant-Z
112	Spectrogram 1	1	20170911_050000.wav	20170911_050000.wav	554959.344012558	554969.701951589	832914	843272	2017/9/11  5:13:52.344	10.358	16.8	27.7	9.4	17.6	26.4		Bm.Ant-Z
113	Spectrogram 1	1	20170911_050000.wav	20170911_050000.wav	555004.96079455	555012.912343704	878531	886482	2017/9/11  5:14:38.961	7.952	16.4	27.7	6.6	16.6	26.4		Bm.Ant-Z
114	Spectrogram 1	1	20170911_050000.wav	20170911_050000.wav	555696.596336776	555706.378834749	1570166	1579949	2017/9/11  5:26:10.596	9.782	16.2	27.8	8.0	17.6	26.4		Bm.Ant-Z
115	Spectrogram 1	1	20170911_050000.wav	20170911_050000.wav	556632.010408484	556641.008214106	2505580	2514578	2017/9/11  5:41:45.010	8.998	16.6	27.5	6.5	17.6	26.4		Bm.Ant-Z
116	Spectrogram 1	1	20170911_050000.wav	20170911_050000.wav	557592.020670541	557602.273983924	3465591	3475844	2017/9/11  5:57:45.021	10.253	16.6	28.2	6.6	18.6	26.4		Bm.Ant-Z
117	Spectrogram 1	1	20170911_050000.wav	20170911_050000.wav	557691.014639468	557696.821362864	3564585	3570391	2017/9/11  5:59:24.015	5.807	22.1	27.1	4.5	23.4	26.4		Bm.Ant-Z
118	Spectrogram 1	1	20170912_230000.wav	20170912_230000.wav	560864.966155061	560875.010217151	3138658	3148702	2017/9/12  23:52:18.966	10.044	16.2	27.3	9.1	16.6	26.4		Bm.Ant-Z
119	Spectrogram 1	1	20171025_100000.wav	20171025_100000.wav	646090.137963271	646108.604389925	2039387	2057853	2017/10/25  10:33:59.138	18.466	15.8	27.8	14.9	16.6	26.4		Bm.Ant-Z
