Selection	View	Channel	Begin File	End File	Begin Time (s)	End Time (s)	Beg File Samp (samples)	End File Samp (samples)	Begin Date Time	Delta Time (s)	Low Freq (Hz)	High Freq (Hz)	Dur 90% (s)	Freq 5% (Hz)	Freq 95% (Hz)	From	Tags
42	Spectrogram 1	1	20170318_080000.wav	20170318_080000.wav	197098.511503841	197099.871637249	2705961	2707321	2017/3/18  8:45:05.512	1.36	16.3	41.2	0.9	18.6	37.1		Unidentified.calls
43	Spectrogram 1	1	20170325_100000.wav	20170325_100000.wav	209386.993155367	209389.556483712	594993	597556	2017/3/25  10:09:54.993	2.563	28.2	48.8	1.5	31.2	43.0		Unidentified.calls
44	Spectrogram 1	1	20170325_100000.wav	20170325_100000.wav	209405.407269198	209407.970597544	613407	615971	2017/3/25  10:10:13.407	2.563	29.5	52.7	1.5	32.2	47.9		Unidentified.calls
45	Spectrogram 1	1	20170325_100000.wav	20170325_100000.wav	209469.434388393	209471.893091092	677434	679893	2017/3/25  10:11:17.434	2.459	29.3	43.8	1.4	31.2	41.0		Unidentified.calls
46	Spectrogram 1	1	20170325_100000.wav	20170325_100000.wav	209555.108218866	209557.409983095	763108	765410	2017/3/25  10:12:43.108	2.302	26.9	44.8	1.5	29.3	41.0		Unidentified.calls
47	Spectrogram 1	1	20170325_100000.wav	20170325_100000.wav	209695.017671928	209697.267123334	903018	905267	2017/3/25  10:15:03.018	2.249	30.3	44.4	1.5	33.2	42.0		Unidentified.calls
48	Spectrogram 1	1	20170325_100000.wav	20170325_100000.wav	209743.145469442	209745.499546494	951145	953500	2017/3/25  10:15:51.145	2.354	30.6	46.8	1.7	32.2	43.9		Unidentified.calls
49	Spectrogram 1	1	20170325_100000.wav	20170325_100000.wav	210081.654350858	210084.217679203	1289654	1292218	2017/3/25  10:21:29.654	2.563	29.5	49.4	1.5	32.2	44.9		Unidentified.calls
50	Spectrogram 1	1	20170325_100000.wav	20170325_100000.wav	210245.072057855	210248.001575964	1453072	1456002	2017/3/25  10:24:13.072	2.93	31.0	50.5	1.8	33.2	46.9		Unidentified.calls
51	Spectrogram 1	1	20170325_100000.wav	20170325_100000.wav	210440.472421632	210442.721873038	1648472	1650722	2017/3/25  10:27:28.472	2.249	31.6	48.3	1.4	34.2	43.9		Unidentified.calls
52	Spectrogram 1	1	20170403_060000.wav	20170403_060000.wav	226995.92054678	226997.385305835	204615	206079	2017/4/3  6:03:24.921	1.465	64.6	85.8	1.1	66.4	84.0		Unidentified.calls
53	Spectrogram 1	1	20170403_060000.wav	20170403_060000.wav	227003.087403584	227004.604475462	211781	213298	2017/4/3  6:03:31.087	1.517	61.8	86.4	1.1	63.5	85.0		Unidentified.calls
54	Spectrogram 1	1	20170403_060000.wav	20170403_060000.wav	227011.980583559	227013.654593908	220675	222349	2017/4/3  6:03:40.981	1.674	65.9	88.0	0.9	67.4	85.9		Unidentified.calls
55	Spectrogram 1	1	20170403_060000.wav	20170403_060000.wav	227021.553830239	227023.541717527	230248	232236	2017/4/3  6:03:50.554	1.988	66.3	86.4	1.4	67.4	83.0		Unidentified.calls
56	Spectrogram 1	1	20170403_060000.wav	20170403_060000.wav	227028.668374219	227030.551635861	237362	239246	2017/4/3  6:03:57.668	1.883	69.5	87.7	1.4	72.3	85.0		Unidentified.calls
57	Spectrogram 1	1	20170403_060000.wav	20170403_060000.wav	227322.818206152	227328.154114138	531512	536848	2017/4/3  6:08:51.818	5.336	18.4	27.5	4.2	19.5	26.4		Unidentified.calls
58	Spectrogram 1	1	20170403_060000.wav	20170403_060000.wav	227344.161838093	227349.550058902	552856	558244	2017/4/3  6:09:12.162	5.388	21.9	38.3	4.6	23.4	36.1		Unidentified.calls
59	Spectrogram 1	1	20170405_000000.wav	20170405_000000.wav	231621.875258142	231627.001914833	1230712	1235839	2017/4/5  0:20:30.875	5.127	47.2	62.0	4.0	48.8	59.6		Unidentified.calls
60	Spectrogram 1	1	20170405_000000.wav	20170405_000000.wav	232120.59164096	232122.736466719	1729429	1731573	2017/4/5  0:28:49.592	2.145	84.0	111.1	1.7	86.9	107.4		Unidentified.calls
61	Spectrogram 1	1	20170405_000000.wav	20170405_000000.wav	233713.807907968	233716.161985021	3322645	3324999	2017/4/5  0:55:22.808	2.354	42.0	81.4	1.7	43.9	74.2		Unidentified.calls
62	Spectrogram 1	1	20170406_190000.wav	20170406_190000.wav	236217.893215529	236219.044097643	2226873	2228024	2017/4/6  19:37:06.893	1.151	16.7	44.9	0.8	17.6	41.0		Unidentified.calls
63	Spectrogram 1	1	20170406_190000.wav	20170406_190000.wav	236220.770420815	236221.764364459	2229750	2230744	2017/4/6  19:37:09.770	0.994	19.3	45.1	0.6	20.5	41.0		Unidentified.calls
64	Spectrogram 1	1	20170406_190000.wav	20170406_190000.wav	236223.856877395	236224.955446686	2232837	2233935	2017/4/6  19:37:12.857	1.099	19.1	44.8	0.8	21.5	41.0		Unidentified.calls
65	Spectrogram 1	1	20170417_090000.wav	20170417_090000.wav	257171.746819834	257173.630081476	1581585	1583468	2017/4/17  9:26:21.747	1.883	81.3	100.8	1.4	84.0	98.6		Unidentified.calls
66	Spectrogram 1	1	20170417_090000.wav	20170417_090000.wav	257179.489117695	257181.58163063	1589327	1591420	2017/4/17  9:26:29.489	2.093	83.0	99.9	1.4	85.9	97.7		Unidentified.calls
67	Spectrogram 1	1	20170417_090000.wav	20170417_090000.wav	258160.831197807	258166.219418616	2570669	2576057	2017/4/17  9:42:50.831	5.388	45.9	71.5	4.6	47.9	69.3		Unidentified.calls
68	Spectrogram 1	1	20170428_000000.wav	20170428_000000.wav	278405.729828901	278501.898905365	1216384	1312553	2017/4/28  0:20:16.730	96.169	56.6	101.0	88.1	57.6	96.7		Unidentified.calls
69	Spectrogram 1	1	20170428_000000.wav	20170428_000000.wav	279137.981607461	279143.84064368	1948636	1954495	2017/4/28  0:32:28.982	5.859	62.5	90.3	4.9	63.5	86.9		Unidentified.calls
70	Spectrogram 1	1	20170428_000000.wav	20170428_000000.wav	279560.734164359	279567.116328812	2371388	2377770	2017/4/28  0:39:31.734	6.382	53.1	85.5	5.1	54.7	81.1		Unidentified.calls
71	Spectrogram 1	1	20170428_000000.wav	20170428_000000.wav	279632.503801049	279636.270324333	2443158	2446924	2017/4/28  0:40:43.504	3.767	56.0	77.2	3.2	57.6	75.2		Unidentified.calls
72	Spectrogram 1	1	20170428_000000.wav	20170428_000000.wav	280168.777701263	280195.718805305	2979432	3006373	2017/4/28  0:49:39.778	26.941	52.5	68.6	24.2	52.7	67.4		Unidentified.calls
73	Spectrogram 1	1	20170429_190000.wav	20170429_190000.wav	282452.994419606	282464.503240751	1663770	1675279	2017/4/29  19:27:43.994	11.509	55.3	92.7	9.9	57.6	88.9		Unidentified.calls
74	Spectrogram 1	1	20170501_130000.wav	20170501_130000.wav	285207.648963679	285210.473856141	818568	821393	2017/5/1  13:13:38.649	2.825	76.9	100.7	2.5	78.1	99.6		Unidentified.calls
75	Spectrogram 1	1	20170503_070000.wav	20170503_070000.wav	288178.992567574	288180.457326628	190055	191519	2017/5/3  7:03:10.993	1.465	82.4	105.6	0.9	85.9	99.6		Unidentified.calls
76	Spectrogram 1	1	20170503_070000.wav	20170503_070000.wav	288186.839491081	288188.932004017	197901	199994	2017/5/3  7:03:17.839	2.093	81.3	106.6	1.4	84.0	103.5		Unidentified.calls
77	Spectrogram 1	1	20170503_070000.wav	20170503_070000.wav	288195.889609527	288197.877496815	206952	208939	2017/5/3  7:03:26.890	1.988	82.4	107.1	1.4	85.0	103.5		Unidentified.calls
78	Spectrogram 1	1	20170503_070000.wav	20170503_070000.wav	288206.666051144	288208.601625609	217728	219664	2017/5/3  7:03:37.666	1.936	71.2	95.7	1.1	73.2	89.8		Unidentified.calls
79	Spectrogram 1	1	20170503_070000.wav	20170503_070000.wav	289110.956217685	289112.73485368	1122018	1123797	2017/5/3  7:18:42.956	1.779	75.6	91.3	1.2	77.1	87.9		Unidentified.calls
80	Spectrogram 1	1	20170503_070000.wav	20170503_070000.wav	289118.384638606	289120.320213071	1129447	1131382	2017/5/3  7:18:49.385	1.936	75.4	101.0	1.4	80.1	97.7		Unidentified.calls
81	Spectrogram 1	1	20170506_200000.wav	20170506_200000.wav	295710.452693415	295712.440580704	521780	523768	2017/5/6  20:08:41.453	1.988	71.9	84.4	1.4	72.3	82.0		Unidentified.calls
82	Spectrogram 1	1	20170506_200000.wav	20170506_200000.wav	295720.078252918	295722.536955617	531405	533864	2017/5/6  20:08:51.078	2.459	68.2	80.6	1.8	68.4	79.1		Unidentified.calls
84	Spectrogram 1	1	20170512_040000.wav	20170512_040000.wav	308287.833716333	308290.972485736	2299569	2302707	2017/5/12  4:38:19.834	3.139	45.0	60.5	2.6	46.9	56.6		Unidentified.calls
85	Spectrogram 1	1	20170515_170000.wav	20170515_170000.wav	314222.048045704	314224.92525099	1034048	1036925	2017/5/15  17:17:14.048	2.877	37.2	52.9	2.0	39.1	49.8		Unidentified.calls
86	Spectrogram 1	1	20170519_050000.wav	20170519_050000.wav	321949.221368525	321984.061708899	1561507	1596348	2017/5/19  5:26:01.221	34.84	57.7	100.7	30.3	59.6	95.7		Unidentified.calls
87	Spectrogram 1	1	20170521_000000.wav	20170521_000000.wav	324993.601683669	325046.071445523	1006031	1058500	2017/5/21  0:16:46.602	52.47	57.2	93.3	48.0	59.6	89.8		Unidentified.calls
88	Spectrogram 1	1	20170521_000000.wav	20170521_000000.wav	325086.462112273	325202.352505194	1098891	1214782	2017/5/21  0:18:18.462	115.89	47.0	73.0	98.6	48.8	69.3		Unidentified.calls
89	Spectrogram 1	1	20170521_000000.wav	20170521_000000.wav	326864.611409838	326881.403826145	2877040	2893833	2017/5/21  0:47:57.611	16.792	47.8	81.7	14.6	49.8	76.2		Unidentified.calls
90	Spectrogram 1	1	20170526_070000.wav	20170526_070000.wav	336057.950129262	336096.190803155	1270787	1309028	2017/5/26  7:21:10.950	38.241	86.5	100.7	34.6	87.9	98.6		Unidentified.calls
91	Spectrogram 1	1	20170720_030000.wav	20170720_030000.wav	448310.930271635	448318.201754085	1991421	1998693	2017/7/20  3:33:11.930	7.271	5.9	12.0	6.0	6.8	10.7		Unidentified.calls
92	Spectrogram 1	1	20170721_220000.wav	20170721_220000.wav	450647.289989814	450649.330189926	727924	729964	2017/7/21  22:12:07.290	2.04	14.2	29.3	1.5	16.6	27.3		Unidentified.calls
93	Spectrogram 1	1	20170721_220000.wav	20170721_220000.wav	450630.863763271	450632.119271033	711498	712753	2017/7/21  22:11:51.864	1.256	14.2	30.8	0.9	15.6	28.3		Unidentified.calls
94	Spectrogram 1	1	20170721_220000.wav	20170721_220000.wav	450635.624230199	450638.082932898	716258	718717	2017/7/21  22:11:56.624	2.459	14.4	32.8	1.8	16.6	29.3		Unidentified.calls
95	Spectrogram 1	1	20170727_050000.wav	20170727_050000.wav	461855.121852705	461855.906545056	1325205	1325990	2017/7/27  5:22:05.122	0.785	26.7	51.6	0.8	28.3	48.8		Unidentified.calls
96	Spectrogram 1	1	20170728_230000.wav	20170728_230000.wav	466439.321506594	466445.546732577	2309548	2315773	2017/7/28  23:38:29.322	6.225	6.8	10.7	4.6	6.8	9.8		Unidentified.calls
97	Spectrogram 1	1	20170728_230000.wav	20170728_230000.wav	467242.411429721	467243.457686189	3112637	3113684	2017/7/28  23:51:52.411	1.046	23.6	47.9	0.8	25.4	45.9		Unidentified.calls
98	Spectrogram 1	1	20170803_070000.wav	20170803_070000.wav	474931.005071878	474945.024908545	1639	15659	2017/8/3  7:00:01.005	14.02	58.9	168.2	12.0	63.5	149.4		Unidentified.calls
99	Spectrogram 1	1	20170803_070000.wav	20170803_070000.wav	474990.928190532	475126.889218507	61562	197523	2017/8/3  7:01:01.928	135.961	57.8	165.7	115.5	61.5	141.6		Unidentified.calls
100	Spectrogram 1	1	20170803_070000.wav	20170803_070000.wav	475212.979972234	475254.359415531	283614	324993	2017/8/3  7:04:43.980	41.379	53.5	145.5	36.0	59.6	127.0		Unidentified.calls
101	Spectrogram 1	1	20170803_070000.wav	20170803_070000.wav	475317.516875692	475442.649149227	388151	513283	2017/8/3  7:06:28.517	125.132	57.2	164.7	103.6	61.5	143.6		Unidentified.calls
102	Spectrogram 1	1	20170806_200000.wav	20170806_200000.wav	484647.574666347	484658.089543847	2518474	2528989	2017/8/6  20:41:58.575	10.515	106.4	111.9	9.1	106.4	111.3		Unidentified.calls
103	Spectrogram 1	1	20170810_090000.wav	20170810_090000.wav	489430.803975761	489435.616755513	101968	106781	2017/8/10  9:01:41.804	4.813	10.3	39.5	3.5	12.7	30.3		Unidentified.calls
104	Spectrogram 1	1	20170810_090000.wav	20170810_090000.wav	491030.988941253	491034.860090183	1702153	1706024	2017/8/10  9:28:22.989	3.871	12.4	27.7	2.6	13.7	24.4		Unidentified.calls
105	Spectrogram 1	1	20170813_210000.wav	20170813_210000.wav	496558.050801568	496561.451135088	29501	32901	2017/8/13  21:00:29.051	3.4	53.8	99.0	2.5	59.6	94.7		Unidentified.calls
106	Spectrogram 1	1	20170819_050000.wav	20170819_050000.wav	510424.956884057	510430.658981806	3096773	3102475	2017/8/19  5:51:36.957	5.702	73.2	91.3	4.8	74.2	89.8		Unidentified.calls
107	Spectrogram 1	1	20170819_050000.wav	20170819_050000.wav	510378.241532774	510382.478871469	3050058	3054295	2017/8/19  5:50:50.242	4.237	87.2	93.8	2.8	88.9	92.8		Unidentified.calls
108	Spectrogram 1	1	20170820_230000.wav	20170820_230000.wav	512756.921253879	512759.275330931	1828880	1831234	2017/8/20  23:30:28.921	2.354	57.5	78.7	1.8	58.6	77.1		Unidentified.calls
109	Spectrogram 1	1	20170820_230000.wav	20170820_230000.wav	513234.409208371	513236.920223894	2306368	2308879	2017/8/20  23:38:26.409	2.511	31.2	57.3	2.3	31.2	54.7		Unidentified.calls
110	Spectrogram 1	1	20170824_120000.wav	20170824_120000.wav	518581.177750214	518585.205837615	453423	457451	2017/8/24  12:07:33.178	4.028	58.1	69.5	3.7	59.6	69.3		Unidentified.calls
111	Spectrogram 1	1	20170826_070000.wav	20170826_070000.wav	521758.573929802	521770.13506377	30941	42502	2017/8/26  7:00:30.574	11.561	23.8	27.8	9.7	24.4	27.3		Unidentified.calls
112	Spectrogram 1	1	20170826_070000.wav	20170826_070000.wav	524076.228529825	524079.733488992	2348596	2352100	2017/8/26  7:39:08.229	3.505	21.4	38.7	2.9	21.5	37.1		Unidentified.calls
113	Spectrogram 1	1	20170829_200000.wav	20170829_200000.wav	532374.200293543	532377.757565533	3446832	3450390	2017/8/29  20:57:26.200	3.557	52.0	66.9	3.1	53.7	65.4		Unidentified.calls
114	Spectrogram 1	1	20170831_140000.wav	20170831_140000.wav	533790.944138134	533791.885768955	1263698	1264640	2017/8/31  14:21:03.944	0.942	29.9	49.8	0.6	30.3	46.9		Unidentified.calls
115	Spectrogram 1	1	20170902_080000.wav	20170902_080000.wav	537985.986739894	537989.857888824	1858884	1862755	2017/9/2  8:30:58.987	3.871	36.3	50.7	3.4	37.1	49.8		Unidentified.calls
116	Spectrogram 1	1	20170902_080000.wav	20170902_080000.wav	537988.497755416	537995.66461222	1861395	1868562	2017/9/2  8:31:01.498	7.167	61.6	76.9	6.9	62.5	75.2		Unidentified.calls
117	Spectrogram 1	1	20170909_100000.wav	20170909_100000.wav	553882.451185524	553883.759006109	3355899	3357207	2017/9/9  10:55:55.451	1.308	41.7	68.6	1.1	43.9	66.4		Unidentified.calls
118	Spectrogram 1	1	20171004_050000.wav	20171004_050000.wav	603372.874501729	603376.222522425	2448241	2451589	2017/10/4  5:40:48.875	3.348	50.3	81.4	2.8	51.8	78.1		Unidentified.calls
119	Spectrogram 1	1	20171007_170000.wav	20171007_170000.wav	609160.914724309	609170.644909458	1038225	1047955	2017/10/7  17:17:18.915	9.73	27.4	53.9	8.8	28.3	49.8		Unidentified.calls
120	Spectrogram 1	1	20171013_010000.wav	20171013_010000.wav	619344.010038648	619352.06621345	488433	496489	2017/10/13  1:08:08.010	8.056	26.7	40.1	7.1	27.3	39.1		Unidentified.calls
121	Spectrogram 1	1	20171014_190000.wav	20171014_190000.wav	623490.958226668	623492.475298547	1036629	1038146	2017/10/14  19:17:16.958	1.517	30.2	59.5	1.2	31.2	54.7		Unidentified.calls
122	Spectrogram 1	1	20171018_080000.wav	20171018_080000.wav	629974.660842957	629982.403140818	322488	330230	2017/10/18  8:05:22.661	7.742	42.9	65.2	6.3	43.9	62.5		Unidentified.calls
123	Spectrogram 1	1	20171018_080000.wav	20171018_080000.wav	630281.251537718	630284.808809708	629079	632636	2017/10/18  8:10:29.252	3.557	83.2	95.9	2.3	85.9	93.8		Unidentified.calls
124	Spectrogram 1	1	20171018_080000.wav	20171018_080000.wav	630332.212773094	630335.037665557	680040	682865	2017/10/18  8:11:20.213	2.825	43.3	64.6	2.0	44.9	63.5		Unidentified.calls
125	Spectrogram 1	1	20171018_080000.wav	20171018_080000.wav	630830.176362191	630836.715465114	1178003	1184542	2017/10/18  8:19:38.176	6.539	80.8	103.5	4.9	84.0	100.6		Unidentified.calls
126	Spectrogram 1	1	20171021_210000.wav	20171021_210000.wav	638767.386443411	638769.897458934	1916349	1918860	2017/10/21  21:31:56.386	2.511	35.9	68.1	2.2	37.1	64.5		Unidentified.calls
127	Spectrogram 1	1	20171025_100000.wav	20171025_100000.wav	644252.004538059	644253.992425348	201254	203241	2017/10/25  10:03:21.005	1.988	34.4	71.4	1.5	37.1	70.3		Unidentified.calls
128	Spectrogram 1	1	20171025_100000.wav	20171025_100000.wav	644236.25837822	644237.775450098	185507	187024	2017/10/25  10:03:05.258	1.517	27.4	57.6	0.8	29.3	49.8		Unidentified.calls
129	Spectrogram 1	1	20171025_100000.wav	20171025_100000.wav	644261.577784738	644263.14716944	210827	212396	2017/10/25  10:03:30.578	1.569	23.9	42.0	0.9	24.4	39.1		Unidentified.calls
130	Spectrogram 1	1	20171025_100000.wav	20171025_100000.wav	646204.561235118	646213.506727917	2153810	2162756	2017/10/25  10:35:53.561	8.945	16.0	29.1	7.2	17.6	27.3	Bm Ant-A	Unidentified.calls
131	Spectrogram 1	1	20171101_120000.wav	20171101_120000.wav	659463.913114938	659465.430186816	1013692	1015209	2017/11/1  12:16:53.913	1.517	42.2	72.9	1.4	43.9	69.3		Unidentified.calls
132	Spectrogram 1	1	20171101_120000.wav	20171101_120000.wav	660130.786584619	660132.146718027	1680566	1681926	2017/11/1  12:28:00.787	1.36	31.7	60.0	1.2	33.2	57.6		Unidentified.calls
133	Spectrogram 1	1	20170510_090000.wav	20170510_090000.wav	304051.880787138	304055.751936069	1663473	1667344	2017/5/10  9:27:43.881	3.871	9.2	28.5	3.2	11.7	26.4		Unidentified.calls
134	Spectrogram 1	1	20170517_110000.wav	20170517_110000.wav	317404.335731638	317407.997629275	616479	620141	2017/5/17  11:10:16.336	3.662	15.5	35.5	3.1	16.6	28.3		Unidentified.calls
