Selection	View	Channel	Begin File	End File	Begin Time (s)	End Time (s)	Beg File Samp (samples)	End File Samp (samples)	Begin Date Time	Delta Time (s)	Low Freq (Hz)	High Freq (Hz)	Dur 90% (s)	Freq 5% (Hz)	Freq 95% (Hz)	Notes	Tags
11	Spectrogram 1	1	20130117_150000_AWI251-01_AU0231_250Hz.wav	20130117_150000_AWI251-01_AU0231_250Hz.wav	36715.27262	36716.66047	28818	29165	2013/1/17  15:01:55.273	1.388	62.8	99.8	0.6	64.9	93.3		Bm.D
12	Spectrogram 1	1	20130117_150000_AWI251-01_AU0231_250Hz.wav	20130117_150000_AWI251-01_AU0231_250Hz.wav	36868.07188	36869.24622	67018	67312	2013/1/17  15:04:28.072	1.174	64.9	105.2	0.8	68.4	98.6		Bm.D
13	Spectrogram 1	1	20130117_150000_AWI251-01_AU0231_250Hz.wav	20130117_150000_AWI251-01_AU0231_250Hz.wav	36891.98567	36892.94649	72996	73237	2013/1/17  15:04:51.986	0.961	60.6	101.9	0.6	64.9	90.3		Bm.D
14	Spectrogram 1	1	20130117_150000_AWI251-01_AU0231_250Hz.wav	20130117_150000_AWI251-01_AU0231_250Hz.wav	36895.93572	36897.32357	73984	74331	2013/1/17  15:04:55.936	1.388	64.9	98.2	0.9	68.4	89.8		Bm.D
15	Spectrogram 1	1	20130117_150000_AWI251-01_AU0231_250Hz.wav	20130117_150000_AWI251-01_AU0231_250Hz.wav	36847.57434	36848.74868	61894	62187	2013/1/17  15:04:07.574	1.174	79.4	106.8	0.5	80.6	101.6		Bm.D
16	Spectrogram 1	1	20130117_170000_AWI251-01_AU0231_250Hz.wav	20130117_170000_AWI251-01_AU0231_250Hz.wav	37312.01625	37313.08383	28004	28271	2013/1/17  17:01:52.016	1.068	57.4	90.7	0.8	61.5	85.0		Bm.D
17	Spectrogram 1	1	20130117_170000_AWI251-01_AU0231_250Hz.wav	20130117_170000_AWI251-01_AU0231_250Hz.wav	37439.19359	37441.9693	59798	60492	2013/1/17  17:03:59.194	2.776	38.6	76.2	2.2	43.5	72.8		Bm.D
18	Spectrogram 1	1	20130117_190000_AWI251-01_AU0231_250Hz.wav	20130117_190000_AWI251-01_AU0231_250Hz.wav	37854.42658	37855.81444	13607	13954	2013/1/17  19:00:54.427	1.388	62.8	98.2	0.8	63.5	93.3		Bm.D
19	Spectrogram 1	1	20130117_190000_AWI251-01_AU0231_250Hz.wav	20130117_190000_AWI251-01_AU0231_250Hz.wav	37845.9927	37847.2738	11498	11818	2013/1/17  19:00:45.993	1.281	60.1	111.6	0.6	63.5	102.1		Bm.D
20	Spectrogram 1	1	20130117_190000_AWI251-01_AU0231_250Hz.wav	20130117_190000_AWI251-01_AU0231_250Hz.wav	37904.49609	37905.56367	26124	26391	2013/1/17  19:01:44.496	1.068	56.9	96.6	0.8	60.1	92.3		Bm.D
21	Spectrogram 1	1	20130117_190000_AWI251-01_AU0231_250Hz.wav	20130117_190000_AWI251-01_AU0231_250Hz.wav	37951.11023	37952.28457	37778	38071	2013/1/17  19:02:31.110	1.174	53.1	85.3	0.6	56.2	80.6		Bm.D
22	Spectrogram 1	1	20130117_190000_AWI251-01_AU0231_250Hz.wav	20130117_190000_AWI251-01_AU0231_250Hz.wav	38004.91627	38006.09061	51229	51523	2013/1/17  19:03:24.916	1.174	46.1	92.3	0.9	48.3	80.6		Bm.D
23	Spectrogram 1	1	20130117_190000_AWI251-01_AU0231_250Hz.wav	20130117_190000_AWI251-01_AU0231_250Hz.wav	37979.9349	37981.10923	44984	45277	2013/1/17  19:02:59.935	1.174	54.2	80.5	0.6	57.1	77.6		Bm.D
24	Spectrogram 1	1	20130117_190000_AWI251-01_AU0231_250Hz.wav	20130117_190000_AWI251-01_AU0231_250Hz.wav	38032.90174	38034.39635	58225	58599	2013/1/17  19:03:52.902	1.495	38.1	85.8	0.9	41.0	76.7		Bm.D
25	Spectrogram 1	1	20130117_190000_AWI251-01_AU0231_250Hz.wav	20130117_190000_AWI251-01_AU0231_250Hz.wav	38069.62649	38070.90759	67407	67727	2013/1/17  19:04:29.626	1.281	59.5	103.5	0.8	63.0	99.6		Bm.D
26	Spectrogram 1	1	20130117_200000_AWI251-01_AU0231_250Hz.wav	20130117_200000_AWI251-01_AU0231_250Hz.wav	38133.32192	38134.70978	8330	8677	2013/1/17  20:00:33.322	1.388	64.9	96.0	0.9	67.4	90.8		Bm.D
27	Spectrogram 1	1	20130117_200000_AWI251-01_AU0231_250Hz.wav	20130117_200000_AWI251-01_AU0231_250Hz.wav	38137.699	38139.19361	9425	9798	2013/1/17  20:00:37.699	1.495	78.3	106.8	0.8	80.1	103.0		Bm.D
28	Spectrogram 1	1	20130117_200000_AWI251-01_AU0231_250Hz.wav	20130117_200000_AWI251-01_AU0231_250Hz.wav	38140.90174	38142.50311	10225	10626	2013/1/17  20:00:40.902	1.601	47.7	79.4	0.8	51.8	74.2		Bm.D
29	Spectrogram 1	1	20130117_200000_AWI251-01_AU0231_250Hz.wav	20130117_200000_AWI251-01_AU0231_250Hz.wav	38154.67352	38156.06138	13668	14015	2013/1/17  20:00:54.674	1.388	74.0	103.0	0.6	76.2	93.8		Bm.D
30	Spectrogram 1	1	20130117_200000_AWI251-01_AU0231_250Hz.wav	20130117_200000_AWI251-01_AU0231_250Hz.wav	38219.47563	38220.43646	29869	30109	2013/1/17  20:01:59.476	0.961	67.1	96.6	0.6	67.9	90.8		Bm.D
31	Spectrogram 1	1	20130117_200000_AWI251-01_AU0231_250Hz.wav	20130117_200000_AWI251-01_AU0231_250Hz.wav	38251.67745	38252.95854	37919	38240	2013/1/17  20:02:31.677	1.281	51.0	79.9	0.6	53.7	74.7		Bm.D
32	Spectrogram 1	1	20130117_200000_AWI251-01_AU0231_250Hz.wav	20130117_200000_AWI251-01_AU0231_250Hz.wav	38255.41398	38256.90859	38853	39227	2013/1/17  20:02:35.414	1.495	54.7	85.3	1.1	57.1	79.1		Bm.D
33	Spectrogram 1	1	20130117_200000_AWI251-01_AU0231_250Hz.wav	20130117_200000_AWI251-01_AU0231_250Hz.wav	38341.63535	38343.0232	60409	60756	2013/1/17  20:04:01.635	1.388	47.2	77.8	0.9	50.8	73.2		Bm.D
34	Spectrogram 1	1	20130117_200000_AWI251-01_AU0231_250Hz.wav	20130117_200000_AWI251-01_AU0231_250Hz.wav	38390.63727	38391.91837	72659	72980	2013/1/17  20:04:50.637	1.281	56.3	89.6	0.9	58.1	86.9		Bm.D
35	Spectrogram 1	1	20130118_090000_AWI251-01_AU0231_250Hz.wav	20130118_090000_AWI251-01_AU0231_250Hz.wav	42001.2811	42002.88247	320	721	2013/1/18  9:00:01.281	1.601	49.6	91.4	0.8	52.7	80.6		Bm.D
36	Spectrogram 1	1	20130118_090000_AWI251-01_AU0231_250Hz.wav	20130118_090000_AWI251-01_AU0231_250Hz.wav	42005.76493	42007.04603	1441	1762	2013/1/18  9:00:05.765	1.281	62.5	93.5	0.9	65.4	90.3		Bm.D
37	Spectrogram 1	1	20130118_090000_AWI251-01_AU0231_250Hz.wav	20130118_090000_AWI251-01_AU0231_250Hz.wav	42027.00978	42028.50439	6752	7126	2013/1/18  9:00:27.010	1.495	47.5	85.7	1.2	49.3	81.5		Bm.D
38	Spectrogram 1	1	20130118_090000_AWI251-01_AU0231_250Hz.wav	20130118_090000_AWI251-01_AU0231_250Hz.wav	42011.20959	42012.38393	2802	3096	2013/1/18  9:00:11.210	1.174	59.4	88.3	0.8	62.5	84.5		Bm.D
39	Spectrogram 1	1	20130118_090000_AWI251-01_AU0231_250Hz.wav	20130118_090000_AWI251-01_AU0231_250Hz.wav	42095.97545	42097.14979	23994	24287	2013/1/18  9:01:35.975	1.174	66.1	110.0	0.8	68.8	103.5		Bm.D
40	Spectrogram 1	1	20130118_090000_AWI251-01_AU0231_250Hz.wav	20130118_090000_AWI251-01_AU0231_250Hz.wav	42105.58367	42107.07828	26396	26770	2013/1/18  9:01:45.584	1.495	69.7	108.5	0.9	71.3	102.1		Bm.D
41	Spectrogram 1	1	20130118_090000_AWI251-01_AU0231_250Hz.wav	20130118_090000_AWI251-01_AU0231_250Hz.wav	42129.45836	42130.52594	32365	32631	2013/1/18  9:02:09.458	1.068	73.3	101.2	0.8	75.7	100.1		Bm.D
42	Spectrogram 1	1	20130118_090000_AWI251-01_AU0231_250Hz.wav	20130118_090000_AWI251-01_AU0231_250Hz.wav	42149.9559	42150.91672	37489	37729	2013/1/18  9:02:29.956	0.961	66.1	105.9	0.6	68.4	100.6		Bm.D
43	Spectrogram 1	1	20130118_090000_AWI251-01_AU0231_250Hz.wav	20130118_090000_AWI251-01_AU0231_250Hz.wav	42161.80604	42162.98037	40452	40745	2013/1/18  9:02:41.806	1.174	64.0	87.8	0.8	66.4	85.9		Bm.D
44	Spectrogram 1	1	20130118_090000_AWI251-01_AU0231_250Hz.wav	20130118_090000_AWI251-01_AU0231_250Hz.wav	42271.40741	42272.6885	67852	68172	2013/1/18  9:04:31.407	1.281	49.6	87.3	0.8	53.2	80.6		Bm.D
45	Spectrogram 1	1	20130118_120000_AWI251-01_AU0231_250Hz.wav	20130118_120000_AWI251-01_AU0231_250Hz.wav	42912.34793	42913.73578	3087	3434	2013/1/18  12:00:12.348	1.388	42.4	71.3	0.8	45.9	64.9		Bm.D
46	Spectrogram 1	1	20130118_120000_AWI251-01_AU0231_250Hz.wav	20130118_120000_AWI251-01_AU0231_250Hz.wav	42964.33908	42965.83369	16085	16458	2013/1/18  12:01:04.339	1.495	50.6	83.7	0.9	53.7	81.1		Bm.D
47	Spectrogram 1	1	20130118_120000_AWI251-01_AU0231_250Hz.wav	20130118_120000_AWI251-01_AU0231_250Hz.wav	42990.81506	42992.09616	22704	23024	2013/1/18  12:01:30.815	1.281	50.1	80.6	0.8	55.2	78.1		Bm.D
48	Spectrogram 1	1	20130118_150000_AWI251-01_AU0231_250Hz.wav	20130118_150000_AWI251-01_AU0231_250Hz.wav	43808.49754	43809.88539	2124	2471	2013/1/18  15:00:08.498	1.388	52.7	88.8	0.9	55.7	84.0		Bm.D
49	Spectrogram 1	1	20130118_150000_AWI251-01_AU0231_250Hz.wav	20130118_150000_AWI251-01_AU0231_250Hz.wav	43922.15571	43923.33005	30539	30833	2013/1/18  15:02:02.156	1.174	62.5	95.0	0.8	66.9	92.3		Bm.D
50	Spectrogram 1	1	20130118_150000_AWI251-01_AU0231_250Hz.wav	20130118_150000_AWI251-01_AU0231_250Hz.wav	43986.74431	43987.70513	46686	46926	2013/1/18  15:03:06.744	0.961	51.1	77.5	0.8	52.7	74.7		Bm.D
51	Spectrogram 1	1	20130118_150000_AWI251-01_AU0231_250Hz.wav	20130118_150000_AWI251-01_AU0231_250Hz.wav	44020.44073	44021.40156	55110	55350	2013/1/18  15:03:40.441	0.961	51.7	95.0	0.8	57.1	89.8		Bm.D
52	Spectrogram 1	1	20130118_150000_AWI251-01_AU0231_250Hz.wav	20130118_150000_AWI251-01_AU0231_250Hz.wav	44079.2644	44080.0117	69816	70003	2013/1/18  15:04:39.264	0.747	67.1	90.4	0.5	70.3	88.4		Bm.D
53	Spectrogram 1	1	20130118_160000_AWI251-01_AU0231_250Hz.wav	20130118_160000_AWI251-01_AU0231_250Hz.wav	44104.42073	44105.38156	1105	1345	2013/1/18  16:00:04.421	0.961	56.8	89.4	0.6	62.0	86.4		Bm.D
54	Spectrogram 1	1	20130118_160000_AWI251-01_AU0231_250Hz.wav	20130118_160000_AWI251-01_AU0231_250Hz.wav	44152.88887	44154.27672	13222	13569	2013/1/18  16:00:52.889	1.388	61.0	102.3	1.1	64.5	97.2		Bm.D
55	Spectrogram 1	1	20130118_160000_AWI251-01_AU0231_250Hz.wav	20130118_160000_AWI251-01_AU0231_250Hz.wav	44307.64888	44308.82321	51912	52206	2013/1/18  16:03:27.649	1.174	52.7	78.0	0.6	58.6	76.7		Bm.D
56	Spectrogram 1	1	20130118_170000_AWI251-01_AU0231_250Hz.wav	20130118_170000_AWI251-01_AU0231_250Hz.wav	44430.23307	44433.43581	7558	8359	2013/1/18  17:00:30.233	3.203	35.6	58.9	2.8	36.6	56.2		Bm.D
57	Spectrogram 1	1	20130118_170000_AWI251-01_AU0231_250Hz.wav	20130118_170000_AWI251-01_AU0231_250Hz.wav	44541.86284	44543.03718	35466	35759	2013/1/18  17:02:21.863	1.174	27.9	62.0	0.9	30.8	58.6		Bm.D
58	Spectrogram 1	1	20130118_170000_AWI251-01_AU0231_250Hz.wav	20130118_170000_AWI251-01_AU0231_250Hz.wav	44550.08321	44551.47106	37521	37868	2013/1/18  17:02:30.083	1.388	54.8	83.2	1.1	57.6	81.5		Bm.D
59	Spectrogram 1	1	20130118_220000_AWI251-01_AU0231_250Hz.wav	20130118_220000_AWI251-01_AU0231_250Hz.wav	45901.9853	45903.58667	496	897	2013/1/18  22:00:01.985	1.601	52.1	88.8	0.9	54.7	84.5		Bm.D
60	Spectrogram 1	1	20130118_220000_AWI251-01_AU0231_250Hz.wav	20130118_220000_AWI251-01_AU0231_250Hz.wav	45920.66795	45922.16256	5167	5541	2013/1/18  22:00:20.668	1.495	59.2	99.8	0.9	61.0	88.9		Bm.D
61	Spectrogram 1	1	20130118_220000_AWI251-01_AU0231_250Hz.wav	20130118_220000_AWI251-01_AU0231_250Hz.wav	45918.74631	45920.0274	4687	5007	2013/1/18  22:00:18.746	1.281	63.6	87.2	0.8	65.4	84.0		Bm.D
62	Spectrogram 1	1	20130118_220000_AWI251-01_AU0231_250Hz.wav	20130118_220000_AWI251-01_AU0231_250Hz.wav	45940.6317	45942.01955	10158	10505	2013/1/18  22:00:40.632	1.388	59.8	87.7	0.8	63.0	83.5		Bm.D
63	Spectrogram 1	1	20130118_220000_AWI251-01_AU0231_250Hz.wav	20130118_220000_AWI251-01_AU0231_250Hz.wav	45961.87654	45963.15764	15469	15789	2013/1/18  22:01:01.877	1.281	38.4	74.6	0.9	41.0	71.3		Bm.D
64	Spectrogram 1	1	20130118_220000_AWI251-01_AU0231_250Hz.wav	20130118_220000_AWI251-01_AU0231_250Hz.wav	45974.47399	45975.64832	18618	18912	2013/1/18  22:01:14.474	1.174	40.6	80.6	0.9	42.5	77.6		Bm.D
65	Spectrogram 1	1	20130118_220000_AWI251-01_AU0231_250Hz.wav	20130118_220000_AWI251-01_AU0231_250Hz.wav	45981.3065	45982.48084	20327	20620	2013/1/18  22:01:21.306	1.174	50.4	68.5	0.6	52.2	67.4		Bm.D
66	Spectrogram 1	1	20130118_220000_AWI251-01_AU0231_250Hz.wav	20130118_220000_AWI251-01_AU0231_250Hz.wav	45985.47006	45986.85791	21368	21714	2013/1/18  22:01:25.470	1.388	51.5	76.2	1.1	53.2	73.2		Bm.D
67	Spectrogram 1	1	20130118_220000_AWI251-01_AU0231_250Hz.wav	20130118_220000_AWI251-01_AU0231_250Hz.wav	46053.75608	46054.82366	38439	38706	2013/1/18  22:02:33.756	1.068	46.1	83.9	0.8	48.8	76.7		Bm.D
68	Spectrogram 1	1	20130118_220000_AWI251-01_AU0231_250Hz.wav	20130118_220000_AWI251-01_AU0231_250Hz.wav	46045.74923	46046.71005	36437	36678	2013/1/18  22:02:25.749	0.961	52.1	87.7	0.8	54.2	82.0		Bm.D
69	Spectrogram 1	1	20130118_220000_AWI251-01_AU0231_250Hz.wav	20130118_220000_AWI251-01_AU0231_250Hz.wav	46037.9559	46039.45051	34489	34863	2013/1/18  22:02:17.956	1.495	56.5	89.4	1.1	58.6	85.0		Bm.D
70	Spectrogram 1	1	20130118_220000_AWI251-01_AU0231_250Hz.wav	20130118_220000_AWI251-01_AU0231_250Hz.wav	46086.21052	46087.59837	46553	46900	2013/1/18  22:03:06.211	1.388	47.1	82.8	1.1	50.3	78.1		Bm.D
71	Spectrogram 1	1	20130118_220000_AWI251-01_AU0231_250Hz.wav	20130118_220000_AWI251-01_AU0231_250Hz.wav	46117.77178	46119.05288	54443	54763	2013/1/18  22:03:37.772	1.281	46.1	76.8	0.8	48.8	72.3		Bm.D
72	Spectrogram 1	1	20130118_220000_AWI251-01_AU0231_250Hz.wav	20130118_220000_AWI251-01_AU0231_250Hz.wav	46134.42603	46135.81389	58607	58953	2013/1/18  22:03:54.426	1.388	54.8	81.1	0.6	57.6	74.2		Bm.D
73	Spectrogram 1	1	20130118_230000_AWI251-01_AU0231_250Hz.wav	20130118_230000_AWI251-01_AU0231_250Hz.wav	46439.35867	46440.85328	59840	60213	2013/1/18  23:03:59.359	1.495	41.7	86.6	1.2	45.9	83.5		Bm.D
74	Spectrogram 1	1	20130118_230000_AWI251-01_AU0231_250Hz.wav	20130118_230000_AWI251-01_AU0231_250Hz.wav	46467.64954	46470.21173	66912	67553	2013/1/18  23:04:27.650	2.562	61.4	106.9	2.0	64.9	100.6		Bm.D
75	Spectrogram 1	1	20130119_020000_AWI251-01_AU0231_250Hz.wav	20130119_020000_AWI251-01_AU0231_250Hz.wav	47376.7022	47379.15764	69176	69789	2013/1/19  2:04:36.702	2.455	61.4	105.8	2.0	64.0	101.6		Bm.D
76	Spectrogram 1	1	20130119_070000_AWI251-01_AU0231_250Hz.wav	20130119_070000_AWI251-01_AU0231_250Hz.wav	48658.82366	48660.95882	14706	15240	2013/1/19  7:00:58.824	2.135	64.7	100.3	1.7	67.9	96.2		Bm.D
77	Spectrogram 1	1	20130119_070000_AWI251-01_AU0231_250Hz.wav	20130119_070000_AWI251-01_AU0231_250Hz.wav	48733.9422	48736.39763	33486	34099	2013/1/19  7:02:13.942	2.455	74.0	106.4	1.7	76.2	101.1		Bm.D
78	Spectrogram 1	1	20130119_070000_AWI251-01_AU0231_250Hz.wav	20130119_070000_AWI251-01_AU0231_250Hz.wav	48778.46028	48781.34275	44615	45336	2013/1/19  7:02:58.460	2.882	59.8	95.4	2.3	61.5	85.9		Bm.D
79	Spectrogram 1	1	20130119_080000_AWI251-01_AU0231_250Hz.wav	20130119_080000_AWI251-01_AU0231_250Hz.wav	49090.26332	49093.78633	47566	48447	2013/1/19  8:03:10.263	3.523	75.7	124.5	2.7	79.1	119.1		Bm.D
80	Spectrogram 1	1	20130119_080000_AWI251-01_AU0231_250Hz.wav	20130119_080000_AWI251-01_AU0231_250Hz.wav	49106.17026	49108.09191	51543	52023	2013/1/19  8:03:26.170	1.922	72.4	113.5	1.4	75.7	109.4		Bm.D
81	Spectrogram 1	1	20130119_080000_AWI251-01_AU0231_250Hz.wav	20130119_080000_AWI251-01_AU0231_250Hz.wav	49108.83921	49111.29465	52210	52824	2013/1/19  8:03:28.839	2.455	72.9	122.8	1.9	76.2	115.2		Bm.D
82	Spectrogram 1	1	20130119_080000_AWI251-01_AU0231_250Hz.wav	20130119_080000_AWI251-01_AU0231_250Hz.wav	49134.31527	49135.80989	58579	58952	2013/1/19  8:03:54.315	1.495	83.9	119.5	1.1	84.5	115.2		Bm.D
83	Spectrogram 1	1	20130119_080000_AWI251-01_AU0231_250Hz.wav	20130119_080000_AWI251-01_AU0231_250Hz.wav	49164.10076	49165.80889	66025	66452	2013/1/19  8:04:24.101	1.708	69.1	113.5	1.4	71.3	109.9		Bm.D
84	Spectrogram 1	1	20130119_080000_AWI251-01_AU0231_250Hz.wav	20130119_080000_AWI251-01_AU0231_250Hz.wav	49167.83729	49170.29272	66959	67573	2013/1/19  8:04:27.837	2.455	76.2	118.4	1.9	77.1	115.2		Bm.D
85	Spectrogram 1	1	20130119_080000_AWI251-01_AU0231_250Hz.wav	20130119_080000_AWI251-01_AU0231_250Hz.wav	49173.3887	49175.9509	68347	68988	2013/1/19  8:04:33.389	2.562	71.8	107.5	1.7	72.8	100.1		Bm.D
86	Spectrogram 1	1	20130119_080000_AWI251-01_AU0231_250Hz.wav	20130119_080000_AWI251-01_AU0231_250Hz.wav	49176.59144	49178.40633	69148	69602	2013/1/19  8:04:36.591	1.815	71.8	102.5	1.2	73.2	99.1		Bm.D
87	Spectrogram 1	1	20130119_080000_AWI251-01_AU0231_250Hz.wav	20130119_080000_AWI251-01_AU0231_250Hz.wav	49179.47391	49182.67665	69868	70669	2013/1/19  8:04:39.474	3.203	70.7	109.6	2.8	74.2	105.5		Bm.D
88	Spectrogram 1	1	20130119_080000_AWI251-01_AU0231_250Hz.wav	20130119_080000_AWI251-01_AU0231_250Hz.wav	49184.81181	49189.08213	71203	72271	2013/1/19  8:04:44.812	4.27	55.9	86.1	3.3	59.1	85.0		Bm.D
89	Spectrogram 1	1	20130119_080000_AWI251-01_AU0231_250Hz.wav	20130119_080000_AWI251-01_AU0231_250Hz.wav	49191.64432	49194.63355	72911	73658	2013/1/19  8:04:51.644	2.989	75.7	102.0	2.3	77.1	99.6		Bm.D
90	Spectrogram 1	1	20130119_080000_AWI251-01_AU0231_250Hz.wav	20130119_080000_AWI251-01_AU0231_250Hz.wav	48934.25952	48935.43386	8565	8858	2013/1/19  8:00:34.260	1.174	39.6	73.7	0.9	43.0	68.8		Bm.D
91	Spectrogram 1	1	20130119_080000_AWI251-01_AU0231_250Hz.wav	20130119_080000_AWI251-01_AU0231_250Hz.wav	48980.87367	48982.36828	20218	20592	2013/1/19  8:01:20.874	1.495	67.0	112.2	1.1	71.3	109.4		Bm.D
92	Spectrogram 1	1	20130119_110000_AWI251-01_AU0231_250Hz.wav	20130119_110000_AWI251-01_AU0231_250Hz.wav	49977.60622	49978.6738	44402	44668	2013/1/19  11:02:57.606	1.068	54.3	97.2	0.6	57.1	90.8		Bm.D
93	Spectrogram 1	1	20130119_120000_AWI251-01_AU0231_250Hz.wav	20130119_120000_AWI251-01_AU0231_250Hz.wav	50396.87947	50399.12138	74220	74780	2013/1/19  12:04:56.879	2.242	36.2	85.1	1.6	40.0	81.5		Bm.D
94	Spectrogram 1	1	20130119_150000_AWI251-01_AU0231_250Hz.wav	20130119_150000_AWI251-01_AU0231_250Hz.wav	51126.14886	51127.42996	31537	31857	2013/1/19  15:02:06.149	1.281	85.1	112.9	0.8	87.9	110.8		Bm.D
95	Spectrogram 1	1	20130119_150000_AWI251-01_AU0231_250Hz.wav	20130119_150000_AWI251-01_AU0231_250Hz.wav	51130.95297	51132.02055	32738	33005	2013/1/19  15:02:10.953	1.068	59.2	86.4	0.6	62.5	84.5		Bm.D
96	Spectrogram 1	1	20130119_150000_AWI251-01_AU0231_250Hz.wav	20130119_150000_AWI251-01_AU0231_250Hz.wav	51139.49361	51140.88147	34873	35220	2013/1/19  15:02:19.494	1.388	70.7	109.9	0.9	76.2	108.4		Bm.D
97	Spectrogram 1	1	20130119_150000_AWI251-01_AU0231_250Hz.wav	20130119_150000_AWI251-01_AU0231_250Hz.wav	51149.52886	51150.48969	37382	37622	2013/1/19  15:02:29.529	0.961	62.2	101.4	0.6	65.4	98.1		Bm.D
98	Spectrogram 1	1	20130119_150000_AWI251-01_AU0231_250Hz.wav	20130119_150000_AWI251-01_AU0231_250Hz.wav	51157.64247	51159.67088	39411	39918	2013/1/19  15:02:37.642	2.028	67.6	103.3	1.7	68.8	99.1		Bm.D
99	Spectrogram 1	1	20130119_150000_AWI251-01_AU0231_250Hz.wav	20130119_150000_AWI251-01_AU0231_250Hz.wav	51202.69435	51203.65517	50674	50914	2013/1/19  15:03:22.694	0.961	67.6	102.1	0.8	68.4	95.2		Bm.D
100	Spectrogram 1	1	20130119_150000_AWI251-01_AU0231_250Hz.wav	20130119_150000_AWI251-01_AU0231_250Hz.wav	51187.85499	51190.09691	46964	47524	2013/1/19  15:03:07.855	2.242	56.2	85.7	1.9	59.6	83.0		Bm.D
101	Spectrogram 1	1	20130119_170000_AWI251-01_AU0231_250Hz.wav	20130119_170000_AWI251-01_AU0231_250Hz.wav	51633.99215	51635.05973	8498	8765	2013/1/19  17:00:33.992	1.068	50.1	105.7	0.5	60.1	86.9	Nice Dcalls	Bm.D
102	Spectrogram 1	1	20130119_170000_AWI251-01_AU0231_250Hz.wav	20130119_170000_AWI251-01_AU0231_250Hz.wav	51639.86384	51641.03818	9966	10260	2013/1/19  17:00:39.864	1.174	44.7	79.1	0.8	49.8	78.1		Bm.D
103	Spectrogram 1	1	20130119_170000_AWI251-01_AU0231_250Hz.wav	20130119_170000_AWI251-01_AU0231_250Hz.wav	51645.94905	51647.55042	11487	11888	2013/1/19  17:00:45.949	1.601	58.6	102.7	1.4	61.5	99.6		Bm.D
104	Spectrogram 1	1	20130119_170000_AWI251-01_AU0231_250Hz.wav	20130119_170000_AWI251-01_AU0231_250Hz.wav	51652.56804	51654.38293	13142	13596	2013/1/19  17:00:52.568	1.815	50.1	87.0	1.1	53.2	72.3		Bm.D
105	Spectrogram 1	1	20130119_170000_AWI251-01_AU0231_250Hz.wav	20130119_170000_AWI251-01_AU0231_250Hz.wav	51658.54649	51659.72083	14637	14930	2013/1/19  17:00:58.546	1.174	27.2	62.8	0.6	32.2	59.1		Bm.D
